Date;Poule;niveau_observation;Ponte;Etat_oeuf;Doute;Effectif;Remarques
2023-05-20;Cunégonde;individuel;1;RAS;False;1;RAS
2023-05-20;Rémiel;individuel;0;RAS;False;1;RAS
2023-05-20;Joséphine;individuel;0;RAS;False;1;RAS
2023-05-20;Valérie;individuel;1;RAS;False;1;RAS
2023-05-20;Augustine;individuel;0;RAS;False;0;RAS
2023-05-21;Pioupioute;individuel;1;RAS;False;1;RAS
2023-05-21;Augustine;individuel;0;RAS;False;0;RAS
2023-05-21;Cunégonde;individuel;1;RAS;False;1;RAS
2023-05-21;Saquiel;individuel;0;RAS;False;1;RAS
2023-05-21;Valérie;individuel;1;RAS;False;1;RAS
2023-05-21;Rémiel;individuel;1;RAS;False;1;RAS
2023-05-21;Joséphine;individuel;1;RAS;False;1;RAS
2023-05-21;MARANS;groupe;0;RAS;False;1;RAS
2023-05-22;MARANS;groupe;1;RAS;False;1;RAS
2023-05-22;Cunégonde;individuel;1;RAS;False;1;RAS
2023-05-22;Augustine;individuel;0;RAS;False;0;RAS
2023-05-22;Pioupioute;individuel;0;RAS;False;1;RAS
2023-05-22;Joséphine;individuel;1;RAS;False;1;RAS
2023-05-22;Saquiel;individuel;0;RAS;False;1;RAS
2023-05-22;Rémiel;individuel;0;RAS;False;1;RAS
2023-05-22;Valérie;individuel;1;RAS;False;1;RAS
2023-05-23;Augustine;individuel;0;RAS;False;0;RAS
2023-05-23;Joséphine;individuel;0;RAS;False;1;RAS
2023-05-23;Valérie;individuel;0;RAS;False;1;RAS
2023-05-23;Rémiel;individuel;0;RAS;False;1;RAS
2023-05-23;Pioupioute;individuel;1;RAS;False;1;RAS
2023-05-23;Cunégonde;individuel;0;RAS;False;1;RAS
2023-05-23;Saquiel;individuel;0;RAS;False;1;RAS
2023-05-23;MARANS;groupe;1;RAS;False;1;RAS
2023-05-24;Rémiel;individuel;0;RAS;False;1;RAS
2023-05-24;MARANS;groupe;0;RAS;False;1;RAS
2023-05-24;Pioupioute;individuel;0;RAS;False;1;RAS
2023-05-24;Augustine;individuel;0;RAS;False;0;RAS
2023-05-24;Joséphine;individuel;1;RAS;False;1;RAS
2023-05-24;Valérie;individuel;1;RAS;False;1;RAS
2023-05-24;Cunégonde;individuel;1;RAS;False;1;RAS
2023-05-24;Saquiel;individuel;0;RAS;False;1;RAS
2023-05-25;Valérie;individuel;1;RAS;False;1;RAS
2023-05-25;Cunégonde;individuel;1;RAS;False;1;RAS
2023-05-25;MARANS;groupe;1;RAS;False;1;RAS
2023-05-25;Rémiel;individuel;0;RAS;False;1;RAS
2023-05-25;Joséphine;individuel;1;RAS;False;1;RAS
2023-05-25;Pioupioute;individuel;0;RAS;False;1;RAS
2023-05-25;Saquiel;individuel;0;RAS;False;1;RAS
2023-05-25;Augustine;individuel;0;RAS;False;0;RAS
2023-05-26;MARANS;groupe;0;RAS;False;1;RAS
2023-05-26;Rémiel;individuel;1;RAS;False;1;RAS
2023-05-26;Pioupioute;individuel;0;RAS;False;1;RAS
2023-05-26;Saquiel;individuel;0;RAS;False;1;RAS
2023-05-26;Joséphine;individuel;1;RAS;False;1;RAS
2023-05-26;Cunégonde;individuel;0;RAS;False;1;RAS
2023-05-26;Augustine;individuel;0;RAS;False;0;RAS
2023-05-26;Valérie;individuel;1;RAS;False;1;RAS
2023-05-27;Saquiel;individuel;0;RAS;False;1;RAS
2023-05-27;Augustine;individuel;0;RAS;False;0;RAS
2023-05-27;Rémiel;individuel;0;RAS;False;1;RAS
2023-05-27;Valérie;individuel;1;RAS;False;1;RAS
2023-05-27;MARANS;groupe;1;RAS;False;1;RAS
2023-05-27;Joséphine;individuel;1;RAS;False;1;RAS
2023-05-27;Cunégonde;individuel;1;RAS;False;1;RAS
2023-05-27;Pioupioute;individuel;0;RAS;False;1;RAS
2023-05-28;Valérie;individuel;1;RAS;False;1;RAS
2023-05-28;Saquiel;individuel;0;RAS;False;1;RAS
2023-05-28;Augustine;individuel;0;RAS;False;0;RAS
2023-05-28;Rémiel;individuel;0;RAS;False;1;RAS
2023-05-28;Joséphine;individuel;1;RAS;False;1;RAS
2023-05-28;Pioupioute;individuel;0;RAS;False;1;RAS
2023-05-28;MARANS;groupe;0;RAS;False;1;RAS
2023-05-28;Cunégonde;individuel;0;RAS;False;1;RAS
2023-05-29;Rémiel;individuel;0;RAS;False;1;RAS
2023-05-29;Pioupioute;individuel;1;RAS;False;1;RAS
2023-05-29;Augustine;individuel;0;RAS;False;0;RAS
2023-05-29;Saquiel;individuel;0;RAS;False;1;RAS
2023-05-29;Joséphine;individuel;1;RAS;False;1;RAS
2023-05-29;Cunégonde;individuel;0;RAS;False;1;RAS
2023-05-29;Valérie;individuel;1;RAS;False;1;RAS
2023-05-29;MARANS;groupe;1;RAS;False;1;RAS
2023-05-30;Rémiel;individuel;1;RAS;False;1;RAS
2023-05-30;MARANS;groupe;1;RAS;False;1;RAS
2023-05-30;Joséphine;individuel;0;RAS;False;1;RAS
2023-05-30;Saquiel;individuel;0;RAS;False;1;RAS
2023-05-30;Valérie;individuel;1;RAS;False;1;RAS
2023-05-30;Pioupioute;individuel;0;RAS;False;1;RAS
2023-05-30;Augustine;individuel;0;RAS;False;0;RAS
2023-05-30;Cunégonde;individuel;1;RAS;False;1;RAS
2023-05-31;Augustine;individuel;0;RAS;False;0;RAS
2023-05-31;Saquiel;individuel;0;RAS;False;1;RAS
2023-05-31;Valérie;individuel;1;RAS;False;1;RAS
2023-05-31;Cunégonde;individuel;1;RAS;False;1;RAS
2023-05-31;Rémiel;individuel;0;RAS;False;1;RAS
2023-05-31;Joséphine;individuel;1;RAS;False;1;RAS
2023-05-31;Pioupioute;individuel;0;RAS;False;1;RAS
2023-05-31;MARANS;groupe;0;RAS;False;1;RAS
2023-06-01;MARANS;groupe;1;RAS;False;1;RAS
2023-06-01;Joséphine;individuel;0;RAS;False;1;RAS
2023-06-01;Valérie;individuel;1;RAS;False;1;RAS
2023-06-01;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-01;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-01;Augustine;individuel;0;RAS;False;0;RAS
2023-06-01;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-01;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-02;MARANS;groupe;0;RAS;False;1;RAS
2023-06-02;Augustine;individuel;0;RAS;False;0;RAS
2023-06-02;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-02;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-02;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-02;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-02;Valérie;individuel;1;RAS;False;1;RAS
2023-06-02;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-03;MARANS;groupe;1;RAS;False;1;RAS
2023-06-03;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-03;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-03;Rémiel;individuel;1;RAS;False;1;RAS
2023-06-03;Valérie;individuel;1;RAS;False;1;RAS
2023-06-03;Augustine;individuel;0;RAS;False;0;RAS
2023-06-03;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-03;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-04;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-04;MARANS;groupe;1;RAS;False;1;RAS
2023-06-04;Augustine;individuel;0;RAS;False;0;RAS
2023-06-04;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-04;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-04;Valérie;individuel;0;RAS;False;1;RAS
2023-06-04;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-04;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-05;Rémiel;individuel;1;RAS;False;1;RAS
2023-06-05;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-05;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-05;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-05;Valérie;individuel;1;RAS;False;1;RAS
2023-06-05;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-05;MARANS;groupe;0;RAS;False;1;RAS
2023-06-05;Augustine;individuel;0;RAS;False;0;RAS
2023-06-06;Augustine;individuel;0;RAS;False;0;RAS
2023-06-06;MARANS;groupe;1;RAS;False;1;RAS
2023-06-06;Valérie;individuel;1;RAS;False;1;RAS
2023-06-06;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-06;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-06;Cunégonde;individuel;0;RAS;False;1;RAS
2023-06-06;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-06;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-07;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-07;Valérie;individuel;1;RAS;False;1;RAS
2023-06-07;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-07;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-07;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-07;Augustine;individuel;0;RAS;False;0;RAS
2023-06-07;MARANS;groupe;0;RAS;False;1;RAS
2023-06-07;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-08;Augustine;individuel;0;RAS;False;0;RAS
2023-06-08;Joséphine;individuel;0;RAS;False;1;RAS
2023-06-08;Cunégonde;individuel;0;RAS;False;1;RAS
2023-06-08;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-08;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-08;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-08;MARANS;groupe;1;RAS;True;1;RAS
2023-06-08;Valérie;individuel;0;RAS;False;1;RAS
2023-06-09;Valérie;individuel;1;RAS;False;1;RAS
2023-06-09;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-09;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-09;Rémiel;individuel;1;RAS;False;1;RAS
2023-06-09;Augustine;individuel;0;RAS;False;0;RAS
2023-06-09;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-09;MARANS;groupe;1;RAS;False;1;RAS
2023-06-09;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-10;MARANS;groupe;0;RAS;False;1;RAS
2023-06-10;Augustine;individuel;0;RAS;False;0;RAS
2023-06-10;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-10;Valérie;individuel;1;RAS;False;1;RAS
2023-06-10;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-10;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-10;Rémiel;individuel;1;mou;False;1;RAS
2023-06-10;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-11;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-11;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-11;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-11;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-11;Valérie;individuel;0;RAS;False;1;RAS
2023-06-11;Augustine;individuel;0;RAS;False;0;RAS
2023-06-11;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-11;MARANS;groupe;0;RAS;False;1;RAS
2023-06-12;Valérie;individuel;1;RAS;False;1;RAS
2023-06-12;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-12;Augustine;individuel;0;RAS;False;0;RAS
2023-06-12;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-12;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-12;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-12;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-12;MARANS;groupe;0;RAS;False;1;RAS
2023-06-13;MARANS;groupe;0;RAS;False;1;RAS
2023-06-13;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-13;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-13;Cunégonde;individuel;1;cassé;False;1;RAS
2023-06-13;Joséphine;individuel;1;cassé;False;1;RAS
2023-06-13;Rémiel;individuel;1;RAS;False;1;RAS
2023-06-13;Valérie;individuel;1;RAS;False;1;RAS
2023-06-13;Augustine;individuel;0;RAS;False;0;RAS
2023-06-14;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-14;MARANS;groupe;1;cassé;False;1;RAS
2023-06-14;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-14;Augustine;individuel;0;RAS;False;0;RAS
2023-06-14;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-14;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-14;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-14;Valérie;individuel;0;RAS;False;1;RAS
2023-06-15;Augustine;individuel;0;RAS;False;0;RAS
2023-06-15;MARANS;groupe;0;RAS;False;1;RAS
2023-06-15;Valérie;individuel;1;RAS;False;1;RAS
2023-06-15;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-15;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-15;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-15;Joséphine;individuel;0;RAS;False;1;RAS
2023-06-15;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-16;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-16;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-16;Cunégonde;individuel;0;RAS;False;1;RAS
2023-06-16;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-16;Augustine;individuel;0;RAS;False;0;RAS
2023-06-16;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-16;MARANS;groupe;1;RAS;False;1;RAS
2023-06-16;Valérie;individuel;1;RAS;False;1;RAS
2023-06-17;MARANS;groupe;0;RAS;False;1;RAS
2023-06-17;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-17;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-17;Augustine;individuel;0;RAS;False;0;RAS
2023-06-17;Valérie;individuel;1;RAS;False;1;RAS
2023-06-17;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-17;Rémiel;individuel;1;tordu;False;1;RAS
2023-06-17;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-18;MARANS;groupe;0;RAS;False;1;RAS
2023-06-18;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-18;Cunégonde;individuel;0;RAS;False;1;RAS
2023-06-18;Augustine;individuel;0;RAS;False;0;RAS
2023-06-18;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-18;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-18;Joséphine;individuel;0;RAS;False;1;RAS
2023-06-18;Valérie;individuel;0;RAS;False;1;RAS
2023-06-19;Valérie;individuel;1;RAS;False;1;RAS
2023-06-19;Rémiel;individuel;1;RAS;False;1;RAS
2023-06-19;MARANS;groupe;1;RAS;False;1;RAS
2023-06-19;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-19;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-19;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-19;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-19;Augustine;individuel;0;RAS;False;0;RAS
2023-06-20;MARANS;groupe;1;RAS;False;1;RAS
2023-06-20;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-20;Valérie;individuel;0;RAS;False;1;RAS
2023-06-20;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-20;Augustine;individuel;0;RAS;False;0;RAS
2023-06-20;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-20;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-20;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-21;Valérie;individuel;1;cassé;False;1;RAS
2023-06-21;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-21;Joséphine;individuel;0;RAS;False;1;RAS
2023-06-21;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-21;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-21;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-21;MARANS;groupe;0;RAS;False;1;RAS
2023-06-21;Augustine;individuel;0;RAS;False;0;RAS
2023-06-22;MARANS;groupe;1;RAS;False;1;RAS
2023-06-22;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-22;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-22;Augustine;individuel;0;RAS;False;0;RAS
2023-06-22;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-22;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-22;Valérie;individuel;1;RAS;False;1;RAS
2023-06-22;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-23;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-23;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-23;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-23;Cunégonde;individuel;1;RAS;False;1;RAS
2023-06-23;MARANS;groupe;0;RAS;False;1;RAS
2023-06-23;Valérie;individuel;0;RAS;False;1;RAS
2023-06-23;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-23;Augustine;individuel;0;RAS;False;0;RAS
2023-06-24;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-24;MARANS;groupe;0;RAS;False;1;RAS
2023-06-24;Joséphine;individuel;0;RAS;False;1;RAS
2023-06-24;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-24;Valérie;individuel;1;RAS;False;1;RAS
2023-06-24;Cunégonde;individuel;0;RAS;False;1;RAS
2023-06-24;Augustine;individuel;0;RAS;False;0;RAS
2023-06-24;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-25;Joséphine;individuel;0;RAS;False;1;RAS
2023-06-25;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-25;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-25;Valérie;individuel;1;RAS;False;1;RAS
2023-06-25;Cunégonde;individuel;0;RAS;False;1;RAS
2023-06-25;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-25;Augustine;individuel;0;RAS;False;0;RAS
2023-06-25;MARANS;groupe;1;RAS;False;1;RAS
2023-06-26;Augustine;individuel;0;RAS;False;0;RAS
2023-06-26;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-26;Pioupioute;individuel;1;RAS;False;1;RAS
2023-06-26;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-26;Cunégonde;individuel;0;RAS;False;1;RAS
2023-06-26;Valérie;individuel;1;RAS;False;1;RAS
2023-06-26;Rémiel;individuel;1;cassé;False;1;RAS
2023-06-26;MARANS;groupe;0;RAS;False;1;RAS
2023-06-27;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-27;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-27;Rémiel;individuel;1;RAS;False;1;RAS
2023-06-27;Augustine;individuel;0;RAS;False;0;RAS
2023-06-27;Cunégonde;individuel;0;RAS;False;1;RAS
2023-06-27;Valérie;individuel;0;RAS;False;1;RAS
2023-06-27;MARANS;groupe;1;RAS;False;1;RAS
2023-06-27;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-28;Valérie;individuel;1;RAS;False;1;RAS
2023-06-28;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-28;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-28;Cunégonde;individuel;0;RAS;False;1;RAS
2023-06-28;Augustine;individuel;0;RAS;False;0;RAS
2023-06-28;MARANS;groupe;0;RAS;False;1;RAS
2023-06-28;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-28;Rémiel;individuel;1;RAS;False;1;RAS
2023-06-29;MARANS;groupe;1;RAS;False;1;RAS
2023-06-29;Valérie;individuel;0;RAS;False;1;RAS
2023-06-29;Rémiel;individuel;0;RAS;False;1;RAS
2023-06-29;Cunégonde;individuel;0;RAS;False;1;RAS
2023-06-29;Augustine;individuel;0;RAS;False;0;RAS
2023-06-29;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-29;Joséphine;individuel;0;RAS;False;1;RAS
2023-06-29;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-30;Augustine;individuel;0;RAS;False;0;RAS
2023-06-30;Rémiel;individuel;1;RAS;False;1;RAS
2023-06-30;Joséphine;individuel;1;RAS;False;1;RAS
2023-06-30;Saquiel;individuel;0;RAS;False;1;RAS
2023-06-30;Pioupioute;individuel;0;RAS;False;1;RAS
2023-06-30;MARANS;groupe;0;RAS;False;1;RAS
2023-06-30;Cunégonde;individuel;0;RAS;False;1;RAS
2023-06-30;Valérie;individuel;0;RAS;False;1;RAS
2023-07-01;Valérie;individuel;1;RAS;False;1;RAS
2023-07-01;Augustine;individuel;0;RAS;False;0;RAS
2023-07-01;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-01;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-01;Joséphine;individuel;1;RAS;False;1;RAS
2023-07-01;Saquiel;individuel;0;RAS;False;1;Mue
2023-07-01;MARANS;groupe;0;RAS;False;1;RAS
2023-07-01;Rémiel;individuel;0;RAS;False;1;RAS
2023-07-02;Joséphine;individuel;0;RAS;False;1;RAS
2023-07-02;Valérie;individuel;1;RAS;False;1;RAS
2023-07-02;Rémiel;individuel;1;RAS;False;1;RAS
2023-07-02;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-02;Augustine;individuel;0;RAS;False;0;RAS
2023-07-02;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-02;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-02;MARANS;groupe;0;RAS;False;1;RAS
2023-07-03;Rémiel;individuel;0;RAS;False;1;RAS
2023-07-03;Joséphine;individuel;0;RAS;False;1;RAS
2023-07-03;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-03;Valérie;individuel;1;RAS;False;1;RAS
2023-07-03;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-03;Augustine;individuel;0;RAS;False;0;RAS
2023-07-03;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-03;MARANS;groupe;1;RAS;False;1;RAS
2023-07-04;MARANS;groupe;1;RAS;False;1;RAS
2023-07-04;Rémiel;individuel;1;cassé;False;1;RAS
2023-07-04;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-04;Augustine;individuel;0;RAS;False;0;RAS
2023-07-04;Valérie;individuel;0;RAS;False;1;RAS
2023-07-04;Joséphine;individuel;1;RAS;False;1;RAS
2023-07-04;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-04;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-05;Valérie;individuel;1;RAS;False;1;RAS
2023-07-05;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-05;Rémiel;individuel;0;RAS;False;1;RAS
2023-07-05;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-05;Joséphine;individuel;1;RAS;False;1;RAS
2023-07-05;Augustine;individuel;0;RAS;False;0;RAS
2023-07-05;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-05;MARANS;groupe;0;RAS;False;1;RAS
2023-07-06;MARANS;groupe;1;RAS;False;1;RAS
2023-07-06;Augustine;individuel;0;RAS;False;0;RAS
2023-07-06;Rémiel;individuel;1;RAS;False;1;RAS
2023-07-06;Valérie;individuel;1;RAS;False;1;RAS
2023-07-06;Joséphine;individuel;1;RAS;False;1;RAS
2023-07-06;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-06;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-06;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-07;Rémiel;individuel;0;RAS;False;1;RAS
2023-07-07;Pioupioute;individuel;0;RAS;False;1;Mue
2023-07-07;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-07;Valérie;individuel;1;RAS;False;1;RAS
2023-07-07;Joséphine;individuel;1;RAS;False;1;RAS
2023-07-07;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-07;MARANS;groupe;0;RAS;False;1;RAS
2023-07-07;Augustine;individuel;0;RAS;False;0;RAS
2023-07-08;MARANS;groupe;1;RAS;False;1;RAS
2023-07-08;Rémiel;individuel;0;RAS;False;1;RAS
2023-07-08;Augustine;individuel;0;RAS;False;0;RAS
2023-07-08;Valérie;individuel;1;RAS;False;1;RAS
2023-07-08;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-08;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-08;Joséphine;individuel;1;RAS;False;1;RAS
2023-07-08;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-09;MARANS;groupe;0;RAS;False;1;RAS
2023-07-09;Valérie;individuel;0;RAS;False;1;RAS
2023-07-09;Augustine;individuel;0;RAS;False;0;RAS
2023-07-09;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-09;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-09;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-09;Rémiel;individuel;0;RAS;False;1;RAS
2023-07-09;Joséphine;individuel;1;RAS;False;1;RAS
2023-07-10;Augustine;individuel;0;RAS;False;0;RAS
2023-07-10;MARANS;groupe;0;RAS;False;1;RAS
2023-07-10;Joséphine;individuel;0;RAS;False;1;RAS
2023-07-10;Rémiel;individuel;1;RAS;False;1;RAS
2023-07-10;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-10;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-10;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-10;Valérie;individuel;1;RAS;False;1;RAS
2023-07-11;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-11;Augustine;individuel;0;RAS;False;0;RAS
2023-07-11;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-11;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-11;Joséphine;individuel;1;RAS;False;1;RAS
2023-07-11;Valérie;individuel;1;RAS;False;1;RAS
2023-07-11;MARANS;groupe;0;RAS;False;1;RAS
2023-07-11;Rémiel;individuel;0;RAS;False;1;RAS
2023-07-12;Joséphine;individuel;0;RAS;False;1;RAS
2023-07-12;MARANS;groupe;1;cassé;False;1;RAS
2023-07-12;Valérie;individuel;1;RAS;False;1;RAS
2023-07-12;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-12;Augustine;individuel;0;RAS;False;0;RAS
2023-07-12;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-12;Rémiel;individuel;1;cassé;False;1;RAS
2023-07-12;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-13;Joséphine;individuel;1;RAS;False;1;RAS
2023-07-13;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-13;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-13;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-13;Valérie;individuel;1;RAS;False;1;RAS
2023-07-13;Rémiel;individuel;0;RAS;False;1;RAS
2023-07-13;Augustine;individuel;0;RAS;False;0;RAS
2023-07-13;MARANS;groupe;0;RAS;False;1;RAS
2023-07-14;MARANS;groupe;1;RAS;False;1;RAS
2023-07-14;Joséphine;individuel;1;RAS;False;1;RAS
2023-07-14;Augustine;individuel;0;RAS;False;0;RAS
2023-07-14;Valérie;individuel;0;RAS;False;1;RAS
2023-07-14;Rémiel;individuel;1;RAS;False;1;RAS
2023-07-14;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-14;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-14;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-15;MARANS;groupe;0;RAS;False;1;RAS
2023-07-15;Saquiel;individuel;0;RAS;False;1;RAS
2023-07-15;Joséphine;individuel;0;RAS;False;1;RAS
2023-07-15;Cunégonde;individuel;0;RAS;False;1;RAS
2023-07-15;Augustine;individuel;0;RAS;False;0;RAS
2023-07-15;Pioupioute;individuel;0;RAS;False;1;RAS
2023-07-15;Valérie;individuel;0;RAS;False;1;RAS
