Date;Poule_brute;Ponte_brute;Ponte;Effectif;Etat_oeuf;Doute;Remarques;niveau_observation;group_id
2023-06-18;Pioupioute;;0;1;RAS;False;;individuel;
2023-06-18;Rémiel;;0;1;RAS;False;;individuel;
2023-06-18;Joséphine;;0;1;RAS;False;;individuel;
2023-06-18;Valérie;;0;1;RAS;False;;individuel;
2023-06-19;Valérie;x;1;1;RAS;False;;individuel;
2023-06-19;Rémiel;x;1;1;RAS;False;;individuel;
2023-06-19;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-06-19;Joséphine;x;1;1;RAS;False;;individuel;
2023-06-19;Cunégonde;x;1;1;RAS;False;;individuel;
2023-06-19;Pioupioute;;0;1;RAS;False;;individuel;
2023-06-19;Saquiel;;0;1;RAS;False;;individuel;
2023-06-19;Augustine;;0;0;RAS;False;;individuel;
2023-06-20;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-06-20;Joséphine;x;1;1;RAS;False;;individuel;
2023-06-20;Valérie;;0;1;RAS;False;;individuel;
2023-06-20;Cunégonde;x;1;1;RAS;False;;individuel;
2023-06-20;Augustine;;0;0;RAS;False;;individuel;
2023-06-20;Pioupioute;;0;1;RAS;False;;individuel;
2023-06-20;Saquiel;;0;1;RAS;False;;individuel;
2023-06-20;Rémiel;;0;1;RAS;False;;individuel;
2023-06-21;Valérie;x(cassé);1;1;cassé;False;;individuel;
2023-06-21;Saquiel;;0;1;RAS;False;;individuel;
2023-06-21;Joséphine;;0;1;RAS;False;;individuel;
2023-06-21;Cunégonde;x;1;1;RAS;False;;individuel;
2023-06-21;Rémiel;;0;1;RAS;False;;individuel;
2023-06-21;Pioupioute;x;1;1;RAS;False;;individuel;
2023-06-21;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-06-21;Augustine;;0;0;RAS;False;;individuel;
2023-06-22;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-06-22;Rémiel;;0;1;RAS;False;;individuel;
2023-06-22;Joséphine;x;1;1;RAS;False;;individuel;
2023-06-22;Augustine;;0;0;RAS;False;;individuel;
2023-06-22;Saquiel;;0;1;RAS;False;;individuel;
2023-06-22;Pioupioute;;0;1;RAS;False;;individuel;
2023-06-22;Valérie;x;1;1;RAS;False;;individuel;
2023-06-22;Cunégonde;x;1;1;RAS;False;;individuel;
2023-06-23;Pioupioute;x;1;1;RAS;False;;individuel;
2023-06-23;Rémiel;;0;1;RAS;False;;individuel;
2023-06-23;Joséphine;x;1;1;RAS;False;;individuel;
2023-06-23;Cunégonde;x;1;1;RAS;False;;individuel;
2023-06-23;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-06-23;Valérie;;0;1;RAS;False;;individuel;
2023-06-23;Saquiel;;0;1;RAS;False;;individuel;
2023-06-23;Augustine;;0;0;RAS;False;;individuel;
2023-06-24;Rémiel;;0;1;RAS;False;;individuel;
2023-06-24;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-06-24;Joséphine;;0;1;RAS;False;;individuel;
2023-06-24;Pioupioute;;0;1;RAS;False;;individuel;
2023-06-24;Valérie;x;1;1;RAS;False;;individuel;
2023-06-24;Cunégonde;;0;1;RAS;False;;individuel;
2023-06-24;Augustine;;0;0;RAS;False;;individuel;
2023-06-24;Saquiel;;0;1;RAS;False;;individuel;
2023-06-25;Joséphine;;0;1;RAS;False;;individuel;
2023-06-25;Pioupioute;;0;1;RAS;False;;individuel;
2023-06-25;Rémiel;;0;1;RAS;False;;individuel;
2023-06-25;Valérie;x;1;1;RAS;False;;individuel;
2023-06-25;Cunégonde;;0;1;RAS;False;;individuel;
2023-06-25;Saquiel;;0;1;RAS;False;;individuel;
2023-06-25;Augustine;;0;0;RAS;False;;individuel;
2023-06-25;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-06-26;Augustine;;0;0;RAS;False;;individuel;
2023-06-26;Joséphine;x;1;1;RAS;False;;individuel;
2023-06-26;Pioupioute;x;1;1;RAS;False;;individuel;
2023-06-26;Saquiel;;0;1;RAS;False;;individuel;
2023-06-26;Cunégonde;;0;1;RAS;False;;individuel;
2023-06-26;Valérie;x;1;1;RAS;False;;individuel;
2023-06-26;Rémiel;x(cassé);1;1;cassé;False;;individuel;
2023-06-26;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-06-27;Saquiel;;0;1;RAS;False;;individuel;
2023-06-27;Joséphine;x;1;1;RAS;False;;individuel;
2023-06-27;Rémiel;x;1;1;RAS;False;;individuel;
2023-06-27;Augustine;;0;0;RAS;False;;individuel;
2023-06-27;Cunégonde;;0;1;RAS;False;;individuel;
2023-06-27;Valérie;;0;1;RAS;False;;individuel;
2023-06-27;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-06-27;Pioupioute;;0;1;RAS;False;;individuel;
2023-06-28;Valérie;x;1;1;RAS;False;;individuel;
2023-06-28;Saquiel;;0;1;RAS;False;;individuel;
2023-06-28;Joséphine;x;1;1;RAS;False;;individuel;
2023-06-28;Cunégonde;;0;1;RAS;False;;individuel;
2023-06-28;Augustine;;0;0;RAS;False;;individuel;
2023-06-28;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-06-28;Pioupioute;;0;1;RAS;False;;individuel;
2023-06-28;Rémiel;x;1;1;RAS;False;;individuel;
2023-06-29;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-06-29;Valérie;;0;1;RAS;False;;individuel;
2023-06-29;Rémiel;;0;1;RAS;False;;individuel;
2023-06-29;Cunégonde;;0;1;RAS;False;;individuel;
2023-06-29;Augustine;;0;0;RAS;False;;individuel;
2023-06-29;Saquiel;;0;1;RAS;False;;individuel;
2023-06-29;Joséphine;;0;1;RAS;False;;individuel;
2023-06-29;Pioupioute;;0;1;RAS;False;;individuel;
2023-06-30;Augustine;;0;0;RAS;False;;individuel;
2023-06-30;Rémiel;x;1;1;RAS;False;;individuel;
2023-06-30;Joséphine;x;1;1;RAS;False;;individuel;
2023-06-30;Saquiel;;0;1;RAS;False;;individuel;
2023-06-30;Pioupioute;;0;1;RAS;False;;individuel;
2023-06-30;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-06-30;Cunégonde;;0;1;RAS;False;;individuel;
2023-06-30;Valérie;;0;1;RAS;False;;individuel;
2023-07-01;Valérie;x;1;1;RAS;False;;individuel;
2023-07-01;Augustine;;0;0;RAS;False;;individuel;
2023-07-01;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-01;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-01;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-01;Saquiel;mue;0;1;RAS;False;Mue;individuel;
2023-07-01;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-01;Rémiel;;0;1;RAS;False;;individuel;
2023-07-02;Joséphine;;0;1;RAS;False;;individuel;
2023-07-02;Valérie;x;1;1;RAS;False;;individuel;
2023-07-02;Rémiel;x;1;1;RAS;False;;individuel;
2023-07-02;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-02;Augustine;;0;0;RAS;False;;individuel;
2023-07-02;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-02;Saquiel;;0;1;RAS;False;;individuel;
2023-07-02;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-03;Rémiel;;0;1;RAS;False;;individuel;
2023-07-03;Joséphine;;0;1;RAS;False;;individuel;
2023-07-03;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-03;Valérie;x;1;1;RAS;False;;individuel;
2023-07-03;Saquiel;;0;1;RAS;False;;individuel;
2023-07-03;Augustine;;0;0;RAS;False;;individuel;
2023-07-03;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-03;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-07-04;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-07-04;Rémiel;x(cassé);1;1;cassé;False;;individuel;
2023-07-04;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-04;Augustine;;0;0;RAS;False;;individuel;
2023-07-04;Valérie;;0;1;RAS;False;;individuel;
2023-07-04;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-04;Saquiel;;0;1;RAS;False;;individuel;
2023-07-04;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-05;Valérie;x;1;1;RAS;False;;individuel;
2023-07-05;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-05;Rémiel;;0;1;RAS;False;;individuel;
2023-07-05;Saquiel;;0;1;RAS;False;;individuel;
2023-07-05;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-05;Augustine;;0;0;RAS;False;;individuel;
2023-07-05;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-05;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-06;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-07-06;Augustine;;0;0;RAS;False;;individuel;
2023-07-06;Rémiel;x;1;1;RAS;False;;individuel;
2023-07-06;Valérie;x;1;1;RAS;False;;individuel;
2023-07-06;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-06;Saquiel;;0;1;RAS;False;;individuel;
2023-07-06;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-06;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-07;Rémiel;;0;1;RAS;False;;individuel;
2023-07-07;Pioupioute;mue;0;1;RAS;False;Mue;individuel;
2023-07-07;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-07;Valérie;x;1;1;RAS;False;;individuel;
2023-07-07;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-07;Saquiel;;0;1;RAS;False;;individuel;
2023-07-07;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-07;Augustine;;0;0;RAS;False;;individuel;
2023-07-08;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-07-08;Rémiel;;0;1;RAS;False;;individuel;
2023-07-08;Augustine;;0;0;RAS;False;;individuel;
2023-07-08;Valérie;x;1;1;RAS;False;;individuel;
2023-07-08;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-08;Saquiel;;0;1;RAS;False;;individuel;
2023-07-08;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-08;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-09;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-09;Valérie;;0;1;RAS;False;;individuel;
2023-07-09;Augustine;;0;0;RAS;False;;individuel;
2023-07-09;Saquiel;;0;1;RAS;False;;individuel;
2023-07-09;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-09;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-09;Rémiel;;0;1;RAS;False;;individuel;
2023-07-09;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-10;Augustine;;0;0;RAS;False;;individuel;
2023-07-10;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-10;Joséphine;;0;1;RAS;False;;individuel;
2023-07-10;Rémiel;x;1;1;RAS;False;;individuel;
2023-07-10;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-10;Saquiel;;0;1;RAS;False;;individuel;
2023-07-10;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-10;Valérie;x;1;1;RAS;False;;individuel;
2023-07-11;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-11;Augustine;;0;0;RAS;False;;individuel;
2023-07-11;Saquiel;;0;1;RAS;False;;individuel;
2023-07-11;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-11;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-11;Valérie;x;1;1;RAS;False;;individuel;
2023-07-11;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-11;Rémiel;;0;1;RAS;False;;individuel;
2023-07-12;Joséphine;;0;1;RAS;False;;individuel;
2023-07-12;MARANS;x(cassé);1;1;cassé;False;;groupe;MARANS
2023-07-12;Valérie;x;1;1;RAS;False;;individuel;
2023-07-12;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-12;Augustine;;0;0;RAS;False;;individuel;
2023-07-12;Saquiel;;0;1;RAS;False;;individuel;
2023-07-12;Rémiel;x(cassé);1;1;cassé;False;;individuel;
2023-07-12;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-13;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-13;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-13;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-13;Saquiel;;0;1;RAS;False;;individuel;
2023-07-13;Valérie;x;1;1;RAS;False;;individuel;
2023-07-13;Rémiel;;0;1;RAS;False;;individuel;
2023-07-13;Augustine;;0;0;RAS;False;;individuel;
2023-07-13;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-14;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-07-14;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-14;Augustine;;0;0;RAS;False;;individuel;
2023-07-14;Valérie;;0;1;RAS;False;;individuel;
2023-07-14;Rémiel;x;1;1;RAS;False;;individuel;
2023-07-14;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-14;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-14;Saquiel;;0;1;RAS;False;;individuel;
2023-07-15;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-15;Saquiel;;0;1;RAS;False;;individuel;
2023-07-15;Joséphine;;0;1;RAS;False;;individuel;
2023-07-15;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-15;Augustine;;0;0;RAS;False;;individuel;
2023-07-15;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-15;Valérie;;0;1;RAS;False;;individuel;
2023-07-15;Rémiel;;0;1;RAS;False;;individuel;
2023-07-16;Augustine;;0;0;RAS;False;;individuel;
2023-07-16;Rémiel;;0;1;RAS;False;;individuel;
2023-07-16;Saquiel;;0;1;RAS;False;;individuel;
2023-07-16;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-16;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-16;Valérie;x;1;1;RAS;False;;individuel;
2023-07-16;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-16;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-17;Rémiel;;0;1;RAS;False;;individuel;
2023-07-17;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-17;Saquiel;;0;1;RAS;False;;individuel;
2023-07-17;Augustine;;0;0;RAS;False;;individuel;
2023-07-17;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-17;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-17;Valérie;x;1;1;RAS;False;;individuel;
2023-07-17;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-18;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-18;Augustine;;0;0;RAS;False;;individuel;
2023-07-18;Valérie;x;1;1;RAS;False;;individuel;
2023-07-18;Rémiel;;0;1;RAS;False;;individuel;
2023-07-18;Saquiel;;0;1;RAS;False;;individuel;
2023-07-18;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-18;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-18;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-19;Augustine;;0;0;RAS;False;;individuel;
2023-07-19;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-19;Valérie;x;1;1;RAS;False;;individuel;
2023-07-19;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-19;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-19;Rémiel;;0;1;RAS;False;;individuel;
2023-07-19;Saquiel;;0;1;RAS;False;;individuel;
2023-07-19;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-20;Saquiel;;0;1;RAS;False;;individuel;
2023-07-20;Augustine;;0;0;RAS;False;;individuel;
2023-07-20;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-20;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-20;Joséphine;;0;1;RAS;False;;individuel;
2023-07-20;Valérie;;0;1;RAS;False;;individuel;
2023-07-20;Rémiel;x;1;1;RAS;False;;individuel;
2023-07-20;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-21;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-21;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-07-21;Joséphine;;0;1;RAS;False;;individuel;
2023-07-21;Valérie;x;1;1;RAS;False;;individuel;
2023-07-21;Augustine;;0;0;RAS;False;;individuel;
2023-07-21;Saquiel;;0;1;RAS;False;;individuel;
2023-07-21;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-21;Rémiel;;0;1;RAS;False;;individuel;
2023-07-22;Joséphine;;0;1;RAS;False;;individuel;
2023-07-22;Valérie;;0;1;RAS;False;;individuel;
2023-07-22;Saquiel;;0;1;RAS;False;;individuel;
2023-07-22;Rémiel;x;1;1;RAS;False;;individuel;
2023-07-22;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-22;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-22;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-22;Augustine;;0;0;RAS;False;;individuel;
2023-07-23;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-23;Valérie;;0;1;RAS;False;;individuel;
2023-07-23;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-23;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-23;Rémiel;;0;1;RAS;False;;individuel;
2023-07-23;Augustine;;0;0;RAS;False;;individuel;
2023-07-23;Saquiel;;0;1;RAS;False;;individuel;
2023-07-23;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-24;Valérie;;0;1;RAS;False;;individuel;
2023-07-24;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-24;Rémiel;;0;1;RAS;False;;individuel;
2023-07-24;Joséphine;;0;1;RAS;False;;individuel;
2023-07-24;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-24;Saquiel;;0;1;RAS;False;;individuel;
2023-07-24;Augustine;;0;0;RAS;False;;individuel;
2023-07-24;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-25;Valérie;;0;1;RAS;False;;individuel;
2023-07-25;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-25;Augustine;;0;0;RAS;False;;individuel;
2023-07-25;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-25;Rémiel;;0;1;RAS;False;;individuel;
2023-07-25;Saquiel;;0;1;RAS;False;;individuel;
2023-07-25;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-25;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-26;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-26;Augustine;;0;0;RAS;False;;individuel;
2023-07-26;Rémiel;;0;1;RAS;False;;individuel;
2023-07-26;Saquiel;;0;1;RAS;False;;individuel;
2023-07-26;Joséphine;;0;1;RAS;False;;individuel;
2023-07-26;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-26;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-26;Valérie;;0;1;RAS;False;;individuel;
2023-07-27;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-27;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-27;Valérie;;0;1;RAS;False;;individuel;
2023-07-27;Saquiel;;0;1;RAS;False;;individuel;
2023-07-27;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-27;Rémiel;;0;1;RAS;False;;individuel;
2023-07-27;Augustine;;0;0;RAS;False;;individuel;
2023-07-27;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-28;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-28;Valérie;;0;1;RAS;False;;individuel;
2023-07-28;Rémiel;;0;1;RAS;False;;individuel;
2023-07-28;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-28;Saquiel;;0;1;RAS;False;;individuel;
2023-07-28;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-28;Joséphine;;0;1;RAS;False;;individuel;
2023-07-28;Augustine;;0;0;RAS;False;;individuel;
2023-07-29;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-07-29;Saquiel;;0;1;RAS;False;;individuel;
2023-07-29;Augustine;;0;0;RAS;False;;individuel;
2023-07-29;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-29;Rémiel;;0;1;RAS;False;;individuel;
2023-07-29;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-29;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-29;Valérie;;0;1;RAS;False;;individuel;
2023-07-30;Saquiel;;0;1;RAS;False;;individuel;
2023-07-30;Joséphine;;0;1;RAS;False;;individuel;
2023-07-30;Rémiel;;0;1;RAS;False;;individuel;
2023-07-30;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-30;Valérie;;0;1;RAS;False;;individuel;
2023-07-30;Augustine;;0;0;RAS;False;;individuel;
2023-07-30;MARANS;x;1;1;RAS;False;;groupe;MARANS
2023-07-30;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-31;Valérie;;0;1;RAS;False;;individuel;
2023-07-31;Joséphine;x;1;1;RAS;False;;individuel;
2023-07-31;Rémiel;;0;1;RAS;False;;individuel;
2023-07-31;Pioupioute;;0;1;RAS;False;;individuel;
2023-07-31;Augustine;;0;0;RAS;False;;individuel;
2023-07-31;Saquiel;;0;1;RAS;False;;individuel;
2023-07-31;Cunégonde;;0;1;RAS;False;;individuel;
2023-07-31;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-01;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-01;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-01;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-01;Joséphine;;0;1;RAS;False;;individuel;
2023-08-01;Saquiel;;0;1;RAS;False;;individuel;
2023-08-01;Valérie;;0;1;RAS;False;;individuel;
2023-08-01;Augustine;;0;0;RAS;False;;individuel;
2023-08-01;Rémiel;;0;1;RAS;False;;individuel;
2023-08-02;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-02;Joséphine;x;1;1;RAS;False;;individuel;
2023-08-02;Augustine;;0;0;RAS;False;;individuel;
2023-08-02;Saquiel;;0;1;RAS;False;;individuel;
2023-08-02;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-02;Rémiel;;0;1;RAS;False;;individuel;
2023-08-02;Valérie;;0;1;RAS;False;;individuel;
2023-08-02;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-03;Rémiel;;0;1;RAS;False;;individuel;
2023-08-03;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-03;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-03;Joséphine;;0;1;RAS;False;;individuel;
2023-08-03;Augustine;;0;0;RAS;False;;individuel;
2023-08-03;Valérie;;0;1;RAS;False;;individuel;
2023-08-03;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-03;Saquiel;;0;1;RAS;False;;individuel;
2023-08-04;Joséphine;x;1;1;RAS;False;;individuel;
2023-08-04;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-04;Rémiel;x(cassé);1;1;cassé;False;;individuel;
2023-08-04;Saquiel;;0;1;RAS;False;;individuel;
2023-08-04;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-04;Augustine;;0;0;RAS;False;;individuel;
2023-08-04;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-04;Valérie;;0;1;RAS;False;;individuel;
2023-08-05;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-05;Joséphine;;0;1;RAS;False;;individuel;
2023-08-05;Augustine;;0;0;RAS;False;;individuel;
2023-08-05;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-05;Rémiel;;0;1;RAS;False;;individuel;
2023-08-05;Saquiel;;0;1;RAS;False;;individuel;
2023-08-05;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-05;Valérie;;0;1;RAS;False;;individuel;
2023-08-06;MARANS;mue;0;1;RAS;False;En mue;groupe;MARANS
2023-08-06;Valérie;;0;1;RAS;False;;individuel;
2023-08-06;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-06;Augustine;;0;0;RAS;False;;individuel;
2023-08-06;Saquiel;;0;1;RAS;False;;individuel;
2023-08-06;Rémiel;;0;1;RAS;False;;individuel;
2023-08-06;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-06;Joséphine;x;1;1;RAS;False;;individuel;
2023-08-07;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-07;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-07;Valérie;;0;1;RAS;False;;individuel;
2023-08-07;Saquiel;;0;1;RAS;False;;individuel;
2023-08-07;Augustine;;0;0;RAS;False;;individuel;
2023-08-07;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-07;Joséphine;x;1;1;RAS;False;;individuel;
2023-08-07;Rémiel;x(cassé);1;1;cassé;False;;individuel;
2023-08-08;Joséphine;;0;1;RAS;False;;individuel;
2023-08-08;Rémiel;;0;1;RAS;False;;individuel;
2023-08-08;Valérie;;0;1;RAS;False;;individuel;
2023-08-08;Saquiel;;0;1;RAS;False;;individuel;
2023-08-08;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-08;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-08;Augustine;;0;0;RAS;False;;individuel;
2023-08-08;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-09;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-09;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-09;Augustine;;0;0;RAS;False;;individuel;
2023-08-09;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-09;Valérie;;0;1;RAS;False;;individuel;
2023-08-09;Rémiel;;0;1;RAS;False;;individuel;
2023-08-09;Joséphine;;0;1;RAS;False;;individuel;
2023-08-09;Saquiel;;0;1;RAS;False;;individuel;
2023-08-10;Valérie;;0;1;RAS;False;;individuel;
2023-08-10;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-10;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-10;Saquiel;;0;1;RAS;False;;individuel;
2023-08-10;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-10;Joséphine;x;1;1;RAS;False;;individuel;
2023-08-10;Rémiel;;0;1;RAS;False;;individuel;
2023-08-10;Augustine;;0;0;RAS;False;;individuel;
2023-08-11;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-11;Saquiel;;0;1;RAS;False;;individuel;
2023-08-11;Valérie;;0;1;RAS;False;;individuel;
2023-08-11;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-11;Joséphine;x;1;1;RAS;False;;individuel;
2023-08-11;Augustine;;0;0;RAS;False;;individuel;
2023-08-11;Rémiel;;0;1;RAS;False;;individuel;
2023-08-11;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-12;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-12;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-12;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-12;Saquiel;;0;1;RAS;False;;individuel;
2023-08-12;Valérie;;0;1;RAS;False;;individuel;
2023-08-12;Augustine;;0;0;RAS;False;;individuel;
2023-08-12;Rémiel;;0;1;RAS;False;;individuel;
2023-08-12;Joséphine;;0;1;RAS;False;;individuel;
2023-08-13;Pioupioute;;0;1;RAS;False;;individuel;
2023-08-13;Valérie;;0;1;RAS;False;;individuel;
2023-08-13;Cunégonde;;0;1;RAS;False;;individuel;
2023-08-13;Joséphine;x;1;1;RAS;False;;individuel;
2023-08-13;Augustine;;0;0;RAS;False;;individuel;
2023-08-13;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-13;Saquiel;;0;1;RAS;False;;individuel;
2023-08-13;Rémiel;;0;1;RAS;False;;individuel;
2023-08-14;MARANS;;0;1;RAS;False;;groupe;MARANS
2023-08-14;Augustine;;0;0;RAS;False;;individuel;
