Date;Météo;Pluie(mm);T°C (12h-15h);Humidité;THI;Météo;Météo_1;Météo_2;Météo_3;Météo_4;Météo_1_Cat;Météo_2_Cat;Météo_3_Cat;Météo_4_Cat;Météo_Cat
2024-04-08;couvert/voilé/pluie;2.0;22.0;0.51;67.93;couvert/voilé/pluie;couvert;voilé;pluie;;COUVERT;COUVERT;PLUIE;;COUVERT|COUVERT|PLUIE
2024-04-09;giboulées;11.0;13.0;0.42;56.23;giboulées;giboulées;;;;PLUIE;;;;PLUIE
2024-04-10;éclaircies/vent;0.0;12.0;0.49;54.83;éclaircies/vent;éclaircies;vent;;;ECLAIRCIES;VENT;;;ECLAIRCIES|VENT
2024-04-11;beau/qq nuages;0.0;20.0;0.3;64.15;beau/qq nuages;beau;qq nuages;;;BEAU;PASSAGES NUAGEUX;;;BEAU|PASSAGES NUAGEUX
2024-04-12;beau;0.0;24.0;0.36;69.15;beau;beau;;;;BEAU;;;;BEAU
2024-04-13;beau;0.0;27.0;0.27;71.53;beau;beau;;;;BEAU;;;;BEAU
2024-04-14;beau;0.0;26.0;0.34;71.25;beau;beau;;;;BEAU;;;;BEAU
2024-04-15;couvert;0.0;16.0;0.68;60.31;couvert;couvert;;;;COUVERT;;;;COUVERT
2024-04-16;couvert/pluie/vent/éclaircies;4.0;8.0;0.79;47.74;couvert/pluie/vent/éclaircies;couvert;pluie;vent;éclaircies;COUVERT;PLUIE;VENT;ECLAIRCIES;COUVERT|ECLAIRCIES|PLUIE|VENT
2024-04-17;couvert/pluie fine/éclaircie;0.5;13.0;0.61;55.96;couvert/pluie fine/éclaircie;couvert;pluie fine;éclaircie;;COUVERT;PLUIE;ECLAIRCIES;;COUVERT|ECLAIRCIES|PLUIE
2024-04-18;giboulées;4.0;12.0;0.6;54.57;giboulées;giboulées;;;;PLUIE;;;;PLUIE
2024-04-19;beau;0.0;19.0;0.3;63.04;beau;beau;;;;BEAU;;;;BEAU
2024-04-20;beau/qq nuages;0.0;19.0;0.35;63.27;beau/qq nuages;beau;qq nuages;;;BEAU;PASSAGES NUAGEUX;;;BEAU|PASSAGES NUAGEUX
2024-04-21;beau/vent;0.0;14.0;0.35;57.49;beau/vent;beau;vent;;;BEAU;VENT;;;BEAU|VENT
2024-04-22;qq nuages/vent;0.0;12.0;0.35;55.17;qq nuages/vent;qq nuages;vent;;;PASSAGES NUAGEUX;VENT;;;PASSAGES NUAGEUX|VENT
2024-04-23;nuageux/vent;0.0;9.0;0.45;51.16;nuageux/vent;nuageux;vent;;;COUVERT;VENT;;;COUVERT|VENT
2024-04-24;couvert/vent;0.5;12.0;0.39;55.08;couvert/vent;couvert;vent;;;COUVERT;VENT;;;COUVERT|VENT
2024-04-25;nuageux/pluie;5.0;15.0;0.38;58.66;nuageux/pluie;nuageux;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-04-26;beau/nuageux;0.0;18.0;0.39;62.25;beau/nuageux;beau;nuageux;;;BEAU;COUVERT;;;BEAU|COUVERT
2024-04-27;nuageux/vent/pluie;2.0;20.0;0.45;64.97;nuageux/vent/pluie;nuageux;vent;pluie;;COUVERT;VENT;PLUIE;;COUVERT|PLUIE|VENT
2024-04-28;couvert/pluie;14.0;14.0;0.54;57.4;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-04-29;pluie;9.0;11.0;0.75;52.65;pluie;pluie;;;;PLUIE;;;;PLUIE
2024-04-30;couvert/éclaircies;0.0;13.0;0.63;55.93;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-05-01;pluie;15.0;10.0;0.77;51.01;pluie;pluie;;;;PLUIE;;;;PLUIE
2024-05-02;couvert/vent/éclaircies;0.0;11.0;0.55;53.33;couvert/vent/éclaircies;couvert;vent;éclaircies;;COUVERT;VENT;ECLAIRCIES;;COUVERT|ECLAIRCIES|VENT
2024-05-03;beau/couvert;0.0;18.0;0.31;61.97;beau/couvert;beau;couvert;;;BEAU;COUVERT;;;BEAU|COUVERT
2024-05-04;couvert/éclaircies;0.0;23.0;0.36;67.98;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-05-05;beau/orages;17.0;22.0;0.49;67.79;beau/orages;beau;orages;;;BEAU;ORAGE;;;BEAU|ORAGE
2024-05-06;pluie;4.0;12.0;0.66;54.42;pluie;pluie;;;;PLUIE;;;;PLUIE
2024-05-07;éclaircies/vent/pluie;6.0;13.0;0.56;56.03;éclaircies/vent/pluie;éclaircies;vent;pluie;;ECLAIRCIES;VENT;PLUIE;;ECLAIRCIES|PLUIE|VENT
2024-05-08;éclaircies/vent;0.0;20.0;0.38;64.59;éclaircies/vent;éclaircies;vent;;;ECLAIRCIES;VENT;;;ECLAIRCIES|VENT
2024-05-09;beau;0.0;25.0;0.3;69.68;beau;beau;;;;BEAU;;;;BEAU
2024-05-10;beau;0.0;26.0;0.37;71.59;beau;beau;;;;BEAU;;;;BEAU
2024-05-11;beau/couvert;0.0;27.0;0.37;72.77;beau/couvert;beau;couvert;;;BEAU;COUVERT;;;BEAU|COUVERT
2024-05-12;nuageux/orageux;0.0;16.0;0.71;60.35;nuageux/orageux;nuageux;orageux;;;COUVERT;ORAGE;;;COUVERT|ORAGE
2024-05-13;couvert/voilé;0.0;19.0;0.48;63.85;couvert/voilé;couvert;voilé;;;COUVERT;COUVERT;;;COUVERT|COUVERT
2024-05-14;pluie/éclaircies;17.0;13.0;0.65;55.9;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;;ECLAIRCIES|PLUIE
2024-05-15;pluie/éclaircies/pluie;8.0;15.0;0.43;58.69;pluie/éclaircies/pluie;pluie;éclaircies;pluie;;PLUIE;ECLAIRCIES;PLUIE;;ECLAIRCIES|PLUIE|PLUIE
2024-05-16;éclaircies/pluie;5.0;14.0;0.6;57.38;éclaircies/pluie;éclaircies;pluie;;;ECLAIRCIES;PLUIE;;;ECLAIRCIES|PLUIE
2024-05-17;éclaircies/pluie;8.0;17.0;0.49;61.31;éclaircies/pluie;éclaircies;pluie;;;ECLAIRCIES;PLUIE;;;ECLAIRCIES|PLUIE
2024-05-18;éclaircies;0.0;15.0;0.49;58.72;éclaircies;éclaircies;;;;ECLAIRCIES;;;;ECLAIRCIES
2024-05-19;éclaircies/pluie;3.0;14.0;0.77;57.3;éclaircies/pluie;éclaircies;pluie;;;ECLAIRCIES;PLUIE;;;ECLAIRCIES|PLUIE
2024-05-20;nuageux/pluie;0.0;18.0;0.47;62.53;nuageux/pluie;nuageux;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-05-21;nuageux/éclaircies;0.0;17.0;0.46;61.23;nuageux/éclaircies;nuageux;éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-05-22;nuageux/pluie;7.0;17.0;0.51;61.36;nuageux/pluie;nuageux;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-05-23;couvert/pluie;1.0;17.0;0.54;61.44;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-05-24;pluie/couvert;0.0;16.0;0.56;60.12;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;;COUVERT|PLUIE
2024-05-25;voilé;0.0;25.0;0.41;70.83;voilé;voilé;;;;COUVERT;;;;COUVERT
2024-05-26;éclaircies/couvert;0.0;20.0;0.5;65.25;éclaircies/couvert;éclaircies;couvert;;;ECLAIRCIES;COUVERT;;;COUVERT|ECLAIRCIES
2024-05-27;pluie/couvert;4.0;14.0;0.71;57.33;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;;COUVERT|PLUIE
2024-05-28;beau;0.0;26.0;0.35;71.36;beau;beau;;;;BEAU;;;;BEAU
2024-05-29;voilé/couvert;0.0;24.0;0.42;69.71;voilé/couvert;voilé;couvert;;;COUVERT;COUVERT;;;COUVERT|COUVERT
2024-05-30;pluie/éclaircies;2.0;17.0;0.75;61.97;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;;ECLAIRCIES|PLUIE
2024-05-31;beau;0.0;21.0;0.36;65.65;beau;beau;;;;BEAU;;;;BEAU
2024-06-01;nuageux/;0.0;18.0;0.55;62.82;nuageux/;nuageux;;;;COUVERT;;;;COUVERT
2024-06-02;nuageux/;0.0;18.0;0.52;62.71;nuageux/;nuageux;;;;COUVERT;;;;COUVERT
2024-06-03;beau/vent;0.0;24.0;0.37;69.24;beau/vent;beau;vent;;;BEAU;VENT;;;BEAU|VENT
2024-06-04;éclaircies;0.0;24.0;0.41;69.62;éclaircies;éclaircies;;;;ECLAIRCIES;;;;ECLAIRCIES
2024-06-05;beau;0.0;29.0;0.35;74.83;beau;beau;;;;BEAU;;;;BEAU
2024-06-06;beau;0.0;28.0;0.46;75.15;beau;beau;;;;BEAU;;;;BEAU
2024-06-07;couvert/lourd;0.0;26.0;0.58;74.0;couvert/lourd;couvert;lourd;;;COUVERT;CHAUD;;;CHAUD|COUVERT
2024-06-08;couvert/lourd;0.0;25.0;0.6;72.82;couvert/lourd;couvert;lourd;;;COUVERT;CHAUD;;;CHAUD|COUVERT
2024-06-09;pluie/couvert;1.0;16.0;0.82;60.52;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;;COUVERT|PLUIE
2024-06-10;couvert/éclaircies;0.0;23.0;0.38;68.15;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-06-11;bruine/nuageux;1.0;19.0;0.52;64.04;bruine/nuageux;bruine;nuageux;;;PLUIE;COUVERT;;;COUVERT|PLUIE
2024-06-12;couvert/qq gouttes;0.0;16.0;0.56;60.12;couvert/qq gouttes;couvert;qq gouttes;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-06-13;beau;0.0;22.0;0.43;67.34;beau;beau;;;;BEAU;;;;BEAU
2024-06-14;beau;0.0;25.0;0.37;70.42;beau;beau;;;;BEAU;;;;BEAU
2024-06-15;pluie/couvert;7.0;16.0;0.68;60.31;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;;COUVERT|PLUIE
2024-06-16;beau;0.0;27.0;0.39;73.02;beau;beau;;;;BEAU;;;;BEAU
2024-06-17;beau/couvert;0.0;19.0;0.42;63.58;beau/couvert;beau;couvert;;;BEAU;COUVERT;;;BEAU|COUVERT
2024-06-18;qq nuages/beau/vent;0.0;26.0;0.55;73.65;qq nuages/beau/vent;qq nuages;beau;vent;;PASSAGES NUAGEUX;BEAU;VENT;;BEAU|PASSAGES NUAGEUX|VENT
2024-06-19;couvert/bruine/orage;11.0;20.0;0.72;66.46;couvert/bruine/orage;couvert;bruine;orage;;COUVERT;PLUIE;ORAGE;;COUVERT|ORAGE|PLUIE
2024-06-20;pluie/couvert;9.0;17.0;0.73;61.92;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;;COUVERT|PLUIE
2024-06-21;assez beau/ vent;0.0;18.0;0.6;62.99;assez beau/ vent;assez beau;vent;;;BEAU;VENT;;;BEAU|VENT
2024-06-22;éclaircies/pluie;1.0;20.0;0.47;65.08;éclaircies/pluie;éclaircies;pluie;;;ECLAIRCIES;PLUIE;;;ECLAIRCIES|PLUIE
2024-06-23;couvert/éclaircies;0.0;19.0;0.5;63.94;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-06-24;beau;0.0;26.0;0.39;71.82;beau;beau;;;;BEAU;;;;BEAU
2024-06-25;beau;0.0;28.0;0.4;74.35;beau;beau;;;;BEAU;;;;BEAU
2024-06-26;beau;0.0;30.0;0.36;76.14;beau;beau;;;;BEAU;;;;BEAU
2024-06-27;beau/orageux;0.0;31.0;0.49;79.44;beau/orageux;beau;orageux;;;BEAU;ORAGE;;;BEAU|ORAGE
2024-06-28;couvert;0.0;25.0;0.64;73.24;couvert;couvert;;;;COUVERT;;;;COUVERT
2024-06-29;couvert/orages;12.0;18.0;0.81;63.73;couvert/orages;couvert;orages;;;COUVERT;ORAGE;;;COUVERT|ORAGE
2024-06-30;couvert;0.0;22.0;0.54;68.16;couvert;couvert;;;;COUVERT;;;;COUVERT
2024-07-01;pluie/éclaircies;2.0;17.0;0.7;61.84;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;;ECLAIRCIES|PLUIE
2024-07-02;éclaircie;0.0;20.0;0.5;65.25;éclaircie;éclaircie;;;;ECLAIRCIES;;;;ECLAIRCIES
2024-07-03;belles éclaircies/vent;0.0;24.0;0.36;69.15;belles éclaircies/vent;belles éclaircies;vent;;;ECLAIRCIES;VENT;;;ECLAIRCIES|VENT
2024-07-04;éclaircie/couvert;0.0;25.0;0.45;71.25;éclaircie/couvert;éclaircie;couvert;;;ECLAIRCIES;COUVERT;;;COUVERT|ECLAIRCIES
2024-07-05;beau/chaud;0.0;21.0;0.62;67.33;beau/chaud;beau;chaud;;;BEAU;CHAUD;;;BEAU|CHAUD
2024-07-06;orages;25.0;17.0;0.79;62.07;orages;orages;;;;ORAGE;;;;ORAGE
2024-07-07;couvert/éclaircies/beau;0.0;18.0;0.56;62.85;couvert/éclaircies/beau;couvert;éclaircies;beau;;COUVERT;ECLAIRCIES;BEAU;;BEAU|COUVERT|ECLAIRCIES
2024-07-08;beau/vent;0.0;27.0;0.5;74.38;beau/vent;beau;vent;;;BEAU;VENT;;;BEAU|VENT
2024-07-09;voilé;0.0;30.0;0.53;78.76;voilé;voilé;;;;COUVERT;;;;COUVERT
2024-07-10;beau;0.0;27.0;0.44;73.64;beau;beau;;;;BEAU;;;;BEAU
2024-07-11;beau/orageux;0.0;33.0;0.38;80.01;beau/orageux;beau;orageux;;;BEAU;ORAGE;;;BEAU|ORAGE
2024-07-12;couvert/pluie;7.0;19.0;0.77;65.16;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-07-13;couvert/éclaircies;0.0;18.0;0.49;62.6;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-07-14;beau;0.0;26.0;0.5;73.08;beau;beau;;;;BEAU;;;;BEAU
2024-07-15;beau/orageux;0.0;30.0;0.44;77.38;beau/orageux;beau;orageux;;;BEAU;ORAGE;;;BEAU|ORAGE
2024-07-16;pluie/couvert;2.0;23.0;0.47;68.91;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;;COUVERT|PLUIE
2024-07-17;voilé/beau;0.0;30.0;0.4;76.76;voilé/beau;voilé;beau;;;COUVERT;BEAU;;;BEAU|COUVERT
2024-07-18;beau;0.0;31.0;0.41;78.13;beau;beau;;;;BEAU;;;;BEAU
2024-07-19;voilé/beau;0.0;32.0;0.4;79.17;voilé/beau;voilé;beau;;;COUVERT;BEAU;;;BEAU|COUVERT
2024-07-20;lourd;0.0;29.0;0.53;77.43;lourd;lourd;;;;CHAUD;;;;CHAUD
2024-07-21;orages/éclaircies/pluie;27.0;21.0;0.52;66.68;orages/éclaircies/pluie;orages;éclaircies;pluie;;ORAGE;ECLAIRCIES;PLUIE;;ECLAIRCIES|ORAGE|PLUIE
2024-07-22;couvert/éclaircies;0.0;21.0;0.52;66.68;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-07-23;beau;0.0;28.0;0.42;74.62;beau;beau;;;;BEAU;;;;BEAU
2024-07-24;voilé;0.0;28.0;0.48;75.42;voilé;voilé;;;;COUVERT;;;;COUVERT
2024-07-25;brumeux/beau;0.0;27.0;0.45;73.76;brumeux/beau;brumeux;beau;;;COUVERT;BEAU;;;BEAU|COUVERT
2024-07-26;nuageux;0.0;30.0;0.45;77.53;nuageux;nuageux;;;;COUVERT;;;;COUVERT
2024-07-27;brumeux/couvert;0.0;26.0;0.6;74.22;brumeux/couvert;brumeux;couvert;;;COUVERT;COUVERT;;;COUVERT|COUVERT
2024-07-28;beau;0.0;31.0;0.45;78.79;beau;beau;;;;BEAU;;;;BEAU
2024-07-29;beau;0.0;35.0;0.3;80.76;beau;beau;;;;BEAU;;;;BEAU
2024-07-30;beau/orage;5.0;35.0;0.4;82.79;beau/orage;beau;orage;;;BEAU;ORAGE;;;BEAU|ORAGE
2024-07-31;beau;0.0;33.0;0.43;80.93;beau;beau;;;;BEAU;;;;BEAU
2024-08-01;couvert/éclaircies;0.0;23.0;0.71;70.94;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-08-02;pluie/couvert;4.0;22.0;0.74;69.66;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;;COUVERT|PLUIE
2024-08-03;bruine/éclaircies/beau;0.5;21.0;0.57;67.01;bruine/éclaircies/beau;bruine;éclaircies;beau;;PLUIE;ECLAIRCIES;BEAU;;BEAU|ECLAIRCIES|PLUIE
2024-08-04;beau;0.0;25.0;0.3;69.68;beau;beau;;;;BEAU;;;;BEAU
2024-08-05;beau;0.0;30.0;0.42;77.07;beau;beau;;;;BEAU;;;;BEAU
2024-08-06;orageux/mitigé;0.0;30.0;0.47;77.84;orageux/mitigé;orageux;mitigé;;;ORAGE;INSTABLE;;;INSTABLE|ORAGE
2024-08-07;couvert;0.0;23.0;0.65;70.44;couvert;couvert;;;;COUVERT;;;;COUVERT
2024-08-08;beau;0.0;32.0;0.35;78.3;beau;beau;;;;BEAU;;;;BEAU
2024-08-09;beau;0.0;31.0;0.36;77.31;beau;beau;;;;BEAU;;;;BEAU
2024-08-10;beau;0.0;32.0;0.43;79.69;beau;beau;;;;BEAU;;;;BEAU
2024-08-11;beau;0.0;33.0;0.4;80.38;beau;beau;;;;BEAU;;;;BEAU
2024-08-12;couvert/beau;0.0;24.0;0.7;72.36;couvert/beau;couvert;beau;;;COUVERT;BEAU;;;BEAU|COUVERT
2024-08-13;couvert/pluie/éclaircies;2.0;25.0;0.65;73.34;couvert/pluie/éclaircies;couvert;pluie;éclaircies;;COUVERT;PLUIE;ECLAIRCIES;;COUVERT|ECLAIRCIES|PLUIE
2024-08-14;fortes pluie/acalmie;95.0;19.0;0.79;65.25;fortes pluies/accalmie;fortes pluies;accalmie;;;PLUIE;INSTABLE;;;INSTABLE|PLUIE
2024-08-15;pluie/éclaircies;5.0;24.0;0.5;70.47;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;;ECLAIRCIES|PLUIE
2024-08-16;couvert/belles éclaircies;0.0;28.0;0.42;74.62;couvert/belles éclaircies;couvert;belles éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-08-17;ensoleillé;0.0;29.0;0.45;76.27;ensoleillé;ensoleillé;;;;BEAU;;;;BEAU
2024-08-18;pluie/éclaircies;5.0;25.0;0.51;71.88;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;;ECLAIRCIES|PLUIE
2024-08-19;ensoleillé;0.0;27.0;0.34;72.4;ensoleillé;ensoleillé;;;;BEAU;;;;BEAU
2024-08-20;beau;0.0;26.0;0.35;71.36;beau;beau;;;;BEAU;;;;BEAU
2024-08-21;pluie/couvert/éclaircies;4.0;21.0;0.59;67.14;pluie/couvert/éclaircies;pluie;couvert;éclaircies;;PLUIE;COUVERT;ECLAIRCIES;;COUVERT|ECLAIRCIES|PLUIE
2024-08-22;beau;0.0;27.0;0.37;72.77;beau;beau;;;;BEAU;;;;BEAU
2024-08-23;couvert/éclaircies;0.0;20.0;0.67;66.18;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-08-24;beau/orages;37.0;31.0;0.49;79.44;beau/orages;beau;orages;;;BEAU;ORAGE;;;BEAU|ORAGE
2024-08-25;couvert/éclaircies;0.0;22.0;0.35;66.74;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-08-26;beau;0.0;24.0;0.3;68.58;beau;beau;;;;BEAU;;;;BEAU
2024-08-27;beau;0.0;26.0;0.355;71.42;beau;beau;;;;BEAU;;;;BEAU
2024-08-28;beau;0.0;31.0;0.41;78.13;beau;beau;;;;BEAU;;;;BEAU
2024-08-29;couvert/éclaircies;0.0;26.0;0.5;73.08;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-08-30;beau;0.0;29.0;0.45;76.27;beau;beau;;;;BEAU;;;;BEAU
2024-08-31;couvert/éclaircies/averses;1.0;31.0;0.52;79.93;couvert/éclaircies/averses;couvert;éclaircies;averses;;COUVERT;ECLAIRCIES;PLUIE;;COUVERT|ECLAIRCIES|PLUIE
2024-09-01;pluie/couvert;0.0;21.0;0.74;68.11;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;;COUVERT|PLUIE
2024-09-02;beau;0.0;26.0;0.32;71.02;beau;beau;;;;BEAU;;;;BEAU
2024-09-03;pluie/bruine;10.0;18.0;0.8;63.7;pluie/bruine;pluie;bruine;;;PLUIE;PLUIE;;;PLUIE|PLUIE
2024-09-04;pluie;30.0;16.0;0.8;60.49;pluie;pluie;;;;PLUIE;;;;PLUIE
2024-09-05;éclaircie;0.0;24.0;0.43;69.81;éclaircie;éclaircie;;;;ECLAIRCIES;;;;ECLAIRCIES
2024-09-06;nuageux/pluie;3.0;18.0;0.6;62.99;nuageux/pluie;nuageux;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-09-07;nuageux/;0.0;21.0;0.64;67.46;nuageux/;nuageux;;;;COUVERT;;;;COUVERT
2024-09-08;éclaircies/dégradation/pluie;4.0;19.0;0.69;64.8;éclaircies/dégradation/pluie;éclaircies;dégradation;pluie;;ECLAIRCIES;INSTABLE;PLUIE;;ECLAIRCIES|INSTABLE|PLUIE
2024-09-09;couvert/éclaircies;0.0;18.0;0.65;63.17;couvert/éclaircies;couvert;éclaircies;;;COUVERT;ECLAIRCIES;;;COUVERT|ECLAIRCIES
2024-09-10;éclaircie;0.0;21.0;0.44;66.17;éclaircie;éclaircie;;;;ECLAIRCIES;;;;ECLAIRCIES
2024-09-11;éclaircie/pluie;19.0;23.0;0.43;68.57;éclaircie/pluie;éclaircie;pluie;;;ECLAIRCIES;PLUIE;;;ECLAIRCIES|PLUIE
2024-09-12;pluie/éclaircies;1.0;19.0;0.415;63.56;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;;ECLAIRCIES|PLUIE
2024-09-13;pluie/éclaircies;2.0;18.0;0.4;62.29;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;;ECLAIRCIES|PLUIE
2024-09-14;beau;0.0;20.0;0.32;64.26;beau;beau;;;;BEAU;;;;BEAU
2024-09-15;beau;0.0;17.0;0.42;61.13;beau;beau;;;;BEAU;;;;BEAU
2024-09-16;beau;0.0;20.0;0.35;64.42;beau;beau;;;;BEAU;;;;BEAU
2024-09-17;couvert;0.0;16.0;0.62;60.21;couvert;couvert;;;;COUVERT;;;;COUVERT
2024-09-18;beau;0.0;26.0;0.38;71.71;beau;beau;;;;BEAU;;;;BEAU
2024-09-19;beau;0.0;23.0;0.45;68.74;beau;beau;;;;BEAU;;;;BEAU
2024-09-20;couvert/pluie/éclaircies;1.0;20.0;0.71;66.4;couvert/pluie/éclaircies;couvert;pluie;éclaircies;;COUVERT;PLUIE;ECLAIRCIES;;COUVERT|ECLAIRCIES|PLUIE
2024-09-21;nuageux/pluie;6.0;22.0;0.57;68.38;nuageux/pluie;nuageux;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-09-22;couvert/pluie;4.0;18.0;0.74;63.48;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-09-23;pluie/éclaircies;14.0;19.0;0.53;64.08;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;;ECLAIRCIES|PLUIE
2024-09-24;beau;0.0;19.0;0.495;63.92;beau;beau;;;;BEAU;;;;BEAU
2024-09-25;beau/voilé;0.0;24.0;0.46;70.09;beau/voilé;beau;voilé;;;BEAU;COUVERT;;;BEAU|COUVERT
2024-09-26;couvert/pluie;5.0;17.0;0.83;62.17;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-09-27;couvert/pluie;4.0;13.0;0.75;55.76;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-09-28;éclaircies;0.0;17.0;0.47;61.26;éclaircies;éclaircies;;;;ECLAIRCIES;;;;ECLAIRCIES
2024-09-29;beau;0.0;22.0;0.38;66.96;beau;beau;;;;BEAU;;;;BEAU
2024-09-30;beau;0.0;24.0;0.45;70.0;beau;beau;;;;BEAU;;;;BEAU
2024-10-01;voilé;0.0;22.0;0.6;68.61;voilé;voilé;;;;COUVERT;;;;COUVERT
2024-10-02;pluie;16.0;17.0;0.63;61.66;pluie;pluie;;;;PLUIE;;;;PLUIE
2024-10-03;éclaircie;0.0;17.0;0.48;61.28;éclaircie;éclaircie;;;;ECLAIRCIES;;;;ECLAIRCIES
2024-10-04;éclaircie;0.0;19.0;0.375;63.38;éclaircie;éclaircie;;;;ECLAIRCIES;;;;ECLAIRCIES
2024-10-05;beau;0.0;27.0;0.27;71.53;beau;beau;;;;BEAU;;;;BEAU
2024-10-06;voilé;0.0;25.0;0.46;71.36;voilé;voilé;;;;COUVERT;;;;COUVERT
2024-10-07;couvert/pluie;5.0;18.0;0.69;63.31;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-10-08;beau;0.0;25.0;0.37;70.42;beau;beau;;;;BEAU;;;;BEAU
2024-10-09;beau/pluie;10.0;25.0;0.5;71.78;beau/pluie;beau;pluie;;;BEAU;PLUIE;;;BEAU|PLUIE
2024-10-10;pluie/éclaircies;1.0;17.0;0.5;61.34;pluie/éclaircies;pluie;éclaircies;;;PLUIE;ECLAIRCIES;;;ECLAIRCIES|PLUIE
2024-10-11;beau;0.0;17.0;0.5900000000000001;61.56;beau;beau;;;;BEAU;;;;BEAU
2024-10-12;couvert;0.0;17.0;0.68;61.79;couvert;couvert;;;;COUVERT;;;;COUVERT
2024-10-13;beau;0.0;28.0;0.4;74.35;beau;beau;;;;BEAU;;;;BEAU
2024-10-14;couvert;0.0;24.0;0.55;70.94;couvert;couvert;;;;COUVERT;;;;COUVERT
2024-10-15;couvert;0.0;20.0;0.73;66.52;couvert;couvert;;;;COUVERT;;;;COUVERT
2024-10-16;éclaircie;0.0;23.0;0.5;69.17;éclaircie;éclaircie;;;;ECLAIRCIES;;;;ECLAIRCIES
2024-10-17;couvert/pluie;40.0;17.0;0.83;62.17;couvert/pluie;couvert;pluie;;;COUVERT;PLUIE;;;COUVERT|PLUIE
2024-10-18;pluie;14.0;13.0;0.85;55.61;pluie;pluie;;;;PLUIE;;;;PLUIE
2024-10-19;éclaircie;0.0;17.0;0.58;61.54;éclaircie;éclaircie;;;;ECLAIRCIES;;;;ECLAIRCIES
2024-10-20;beau;0.0;25.0;0.41;70.83;beau;beau;;;;BEAU;;;;BEAU
2024-10-21;beau;0.0;23.0;0.45;68.74;beau;beau;;;;BEAU;;;;BEAU
2024-10-22;pluie;16.0;14.0;0.8;57.29;pluie;pluie;;;;PLUIE;;;;PLUIE
2024-10-23;brouillard/couvert;0.0;17.0;0.63;61.66;brouillard/couvert;brouillard;couvert;;;COUVERT;COUVERT;;;COUVERT|COUVERT
2024-10-24;beau;0.0;23.0;0.46;68.83;beau;beau;;;;BEAU;;;;BEAU
