Date;Météo;Pluie(mm);T°C (12h-15h);Humidité;T°C (12h-15h)_traite;Humidité_traite;Météo_Corrigée;Météo_Clean;Météo_1;Météo_2;Météo_3;Météo_4
2025-10-22;pluie/éclaircies;3.0;20.0;0.43;20.0;0.43;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2025-10-23;pluie/éclaircies;19.0;14.0;0.47;14.0;0.47;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2025-10-24;ensoleillé;0.0;16.0;0.37;16.0;0.37;ensoleillé;ensoleillé;ensoleillé;;;
2025-10-25;pluie/nuageux/pluie;3.0;16.0;0.53;16.0;0.53;pluie/nuageux/pluie;pluie/nuageux/pluie;pluie;nuageux;pluie;
2025-10-26;averses;3.0;11.0;0.71;11.0;0.71;averses;averses;averses;;;
2025-10-27;ensoleillé;0.0;14.0;0.45;14.0;0.45;ensoleillé;ensoleillé;ensoleillé;;;
2025-10-28;beau;0.0;17.0;0.37;17.0;0.37;beau;beau;beau;;;
2025-10-29;pluie/couvert;3.0;15.0;0.68;15.0;0.68;pluie/couvert;pluie/couvert;pluie;couvert;;
2025-10-30;couvert/éclaircies;0.0;16.0;0.45;16.0;0.45;couvert/éclaircies;couvert/éclaircies;couvert;éclaircies;;
2025-10-31;couvert;0.0;16.0;0.59;16.0;0.59;couvert;couvert;couvert;;;
2025-11-01;ensoleillé;0.0;17.0;0.43;17.0;0.43;ensoleillé;ensoleillé;ensoleillé;;;
2025-11-02;pluie/couvert/éclaircies;0.0;13.0;0.68;13.0;0.68;pluie/couvert/éclaircies;pluie/couvert/éclaircies;pluie;couvert;éclaircies;
2025-11-03;beau;0.0;16.0;0.37;16.0;0.37;beau;beau;beau;;;
2025-11-04;beau;0.0;17.0;0.41;17.0;0.41;beau;beau;beau;;;
2025-11-05;ensoleillé;0.0;18.0;0.4;18.0;0.4;ensoleillé;ensoleillé;ensoleillé;;;
2025-11-06;pluie;34.0;;;16.0;0.435;pluie;pluie;pluie;;;
2025-11-07;ensoleillé;0.0;14.0;0.47;14.0;0.47;ensoleillé;ensoleillé;ensoleillé;;;
2025-11-08;pluie;42.0;10.0;0.8;10.0;0.8;pluie;pluie;pluie;;;
2025-11-09;ensoleillé;0.0;14.0;0.37;14.0;0.37;ensoleillé;ensoleillé;ensoleillé;;;
2025-11-10;ensoleillé;0.0;15.0;0.33;15.0;0.33;ensoleillé;ensoleillé;ensoleillé;;;
2025-11-11;ensoleillé;0.0;16.0;0.39;16.0;0.39;ensoleillé;ensoleillé;ensoleillé;;;
2025-11-12;ensoleillé;0.0;16.0;0.5;16.0;0.5;ensoleillé;ensoleillé;ensoleillé;;;
2025-11-13;couvert;0.0;16.0;0.64;16.0;0.64;couvert;couvert;couvert;;;
2025-11-14;nuageux /pluie;2.0;22.0;0.31;22.0;0.31;nuageux /pluie;nuageux /pluie;nuageux;pluie;;
2025-11-15;éclaircies;0.0;19.0;0.34;19.0;0.34;éclaircies;éclaircies;éclaircies;;;
2025-11-16;ensoleillé/voilé;0.0;15.0;0.41;15.0;0.41;ensoleillé/voilé;ensoleillé/voilé;ensoleillé;voilé;;
2025-11-17;pluie/couvert/pluie;3.0;13.0;0.71;13.0;0.71;pluie/couvert/pluie;pluie/couvert/pluie;pluie;couvert;pluie;
2025-11-18;ensoleillé;0.0;9.0;0.34;9.0;0.34;ensoleillé;ensoleillé;ensoleillé;;;
2025-11-19;ensoleillé/pluie ;1.5;8.0;0.36;8.0;0.36;ensoleillé/pluie ;ensoleillé/pluie;ensoleillé;pluie;;
2025-11-20;couvert/éclaircies/pluie-neige;10.0;6.0;0.52;6.0;0.52;couvert/éclaircies/pluie-neige;couvert/éclaircies/pluie-neige;couvert;éclaircies;pluie-neige;
2025-11-21;éclaircies;0.0;3.0;0.65;3.0;0.65;éclaircies;éclaircies;éclaircies;;;
2025-11-22;beau;0.0;;;7.0;0.7050000000000001;beau;beau;beau;;;
2025-11-23;pluie/éclaircies;6.0;11.0;0.76;11.0;0.76;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2025-11-24;couvert/pluie;11.0;11.0;0.75;11.0;0.75;couvert/pluie;couvert/pluie;couvert;pluie;;
2025-11-25;pluie/éclaircies/orage avec grésil;14.0;7.0;0.72;7.0;0.72;pluie/éclaircies/orage avec grésil;pluie/éclaircies/orage avec grésil;pluie;éclaircies;orage avec grésil;
2025-11-26;couvert/éclaircies;0.0;6.0;0.65;6.0;0.65;couvert/éclaircies;couvert/éclaircies;couvert;éclaircies;;
2025-11-27;beau;0.0;7.0;0.33;7.0;0.33;beau;beau;beau;;;
2025-11-28;ensoleillé;0.0;11.0;0.23;11.0;0.23;ensoleillé;ensoleillé;ensoleillé;;;
2025-11-29;ensoleillé;0.0;;;10.0;0.385;ensoleillé;ensoleillé;ensoleillé;;;
2025-11-30;pluie/éclaircies;7.5;9.0;0.54;9.0;0.54;pluie/éclaircies;pluie/éclaircies;pluie;éclaircies;;
2025-12-01;beau;0.0;9.0;0.36;9.0;0.36;beau;beau;beau;;;
2025-12-02;ensoleillé/couvert/pluie;2.0;8.0;0.54;8.0;0.54;ensoleillé/couvert/pluie;ensoleillé/couvert/pluie;ensoleillé;couvert;pluie;
2025-12-03;couvert;0.0;8.0;0.57;8.0;0.57;couvert;couvert;couvert;;;
2025-12-04;pluie;7.0;7.0;0.8;7.0;0.8;pluie;pluie;pluie;;;
2025-12-05;éclaircies;0.0;10.0;;10.0;0.7250000000000001;éclaircies;éclaircies;éclaircies;;;
2025-12-06;couvert;0.0;13.0;0.65;13.0;0.65;couvert;couvert;couvert;;;
2025-12-07;éclaircies;0.0;15.0;0.4;15.0;0.4;éclaircies;éclaircies;éclaircies;;;
2025-12-08;beau;0.0;14.0;0.37;14.0;0.37;beau;beau;beau;;;
2025-12-09;beau;0.0;15.0;0.43;15.0;0.43;beau;beau;beau;;;
2025-12-10;couvert/pluie;1.5;12.0;0.74;12.0;0.74;couvert/pluie;couvert/pluie;couvert;pluie;;
2025-12-11;éclaircies/couvert;0.0;13.0;0.65;13.0;0.65;éclaircies/couvert;éclaircies/couvert;éclaircies;couvert;;
2025-12-12;beau;0.0;14.0;0.34;14.0;0.34;beau;beau;beau;;;
2025-12-13;beau;0.0;13.0;0.31;13.0;0.31;beau;beau;beau;;;
2025-12-14;beau;0.0;12.0;0.42;12.0;0.42;beau;beau;beau;;;
2025-12-15;?;0.0;;;12.5;0.395;?;?;?;;;
2025-12-16;voilé;0.0;13.0;0.37;13.0;0.37;voilé;voilé;voilé;;;
2025-12-17;nuageux;0.0;13.0;0.5;13.0;0.5;nuageux;nuageux;nuageux;;;
2025-12-18;éclaircies;0.0;13.0;0.49;13.0;0.49;éclaircies;éclaircies;éclaircies;;;
2025-12-19;nuageux;0.0;11.0;0.65;11.0;0.65;nuageux;nuageux;nuageux;;;
2025-12-20;couvert;0.0;8.0;0.74;8.0;0.74;couvert;couvert;couvert;;;
2025-12-21;éclaircies;0.0;14.0;0.45;14.0;0.45;éclaircies;éclaircies;éclaircies;;;
2025-12-22;pluie/couvert;14.0;5.0;0.76;5.0;0.76;pluie/couvert;pluie/couvert;pluie;couvert;;
2025-12-23;pluie;4.0;6.0;0.83;6.0;0.83;pluie;pluie;pluie;;;
2025-12-24;brouillard;0.0;4.0;0.84;4.0;0.84;brouillard;brouillard;brouillard;;;
2025-12-25;éclaircies/couvert;0.0;5.0;0.6;5.0;0.6;éclaircies/couvert;éclaircies/couvert;éclaircies;couvert;;
2025-12-26;brouillard/couvert;1.0;7.0;0.75;7.0;0.75;brouillard/couvert;brouillard/couvert;brouillard;couvert;;
2025-12-27;couvert;0.0;9.0;0.8;9.0;0.8;couvert;couvert;couvert;;;
2025-12-28;beau;0.0;11.0;0.42;11.0;0.42;beau;beau;beau;;;
2025-12-29;beau;0.0;10.0;0.41;10.0;0.41;beau;beau;beau;;;
2025-12-30;beau/couvert;0.0;7.0;0.75;7.0;0.75;beau/couvert;beau/couvert;beau;couvert;;
2025-12-31;brouillard/couvert;0.0;5.0;0.71;5.0;0.71;brouillard/couvert;brouillard/couvert;brouillard;couvert;;
