Date;Poule_brute;Ponte_brute
2024-05-22;Joséphine;
2024-05-22;Marans;2
2024-05-22;Tina;
2024-05-22;Cunégonde;x
2024-05-22;Pioupioute;
2024-05-22;Albertine;x
2024-05-22;Nina;
2024-05-23;Pioupioute;
2024-05-23;Rémiel;
2024-05-23;Albertine;
2024-05-23;Marans;
2024-05-23;Joséphine;
2024-05-23;Nina;
2024-05-23;Valérie;x
2024-05-23;Cunégonde;x
2024-05-23;Nina et Tina;
2024-05-23;Tina;
2024-05-24;Pioupioute;
2024-05-24;Joséphine;
2024-05-24;Nina;
2024-05-24;Rémiel;
2024-05-24;Albertine;
2024-05-24;Nina et Tina;
2024-05-24;Cunégonde;x
2024-05-24;Valérie;
2024-05-24;Marans;1
2024-05-24;Tina;x
2024-05-25;Valérie;x
2024-05-25;Albertine;x
2024-05-25;Rémiel;
2024-05-25;Tina;x
2024-05-25;Joséphine;
2024-05-25;Pioupioute;
2024-05-25;Marans;3
2024-05-25;Nina et Tina;x
2024-05-25;Cunégonde;
2024-05-25;Nina;
2024-05-26;Cunégonde;x
2024-05-26;Joséphine;
2024-05-26;Valérie;x
2024-05-26;Rémiel;
2024-05-26;Nina;
2024-05-26;Tina;x
2024-05-26;Albertine;
2024-05-26;Nina et Tina;x
2024-05-26;Marans;2
2024-05-26;Pioupioute;
2024-05-27;Marans;2
2024-05-27;Rémiel;
2024-05-27;Nina;
2024-05-27;Tina;x
2024-05-27;Valérie;x
2024-05-27;Cunégonde;
2024-05-27;Pioupioute;
2024-05-27;Joséphine;
2024-05-27;Nina et Tina;x
2024-05-27;Albertine;
2024-05-28;Pioupioute;
2024-05-28;Valérie;x
2024-05-28;Nina et Tina;
2024-05-28;Nina;
2024-05-28;Joséphine;
2024-05-28;Rémiel;
2024-05-28;Albertine;x
2024-05-28;Tina;x
2024-05-28;Marans;2
2024-05-28;Cunégonde;x
2024-05-29;Joséphine;
2024-05-29;Nina;
2024-05-29;Albertine;x
2024-05-29;Rémiel;
2024-05-29;Marans;2
2024-05-29;Tina;
2024-05-29;Pioupioute;
2024-05-29;Cunégonde;x
2024-05-29;Valérie;x
2024-05-29;Nina et Tina;x
2024-05-30;Valérie;
2024-05-30;Rémiel;
2024-05-30;Albertine;
2024-05-30;Pioupioute;
2024-05-30;Nina et Tina;x
2024-05-30;Joséphine;
2024-05-30;Tina;
2024-05-30;Marans;1
2024-05-30;Cunégonde;
2024-05-30;Nina;
2024-05-31;Joséphine;
2024-05-31;Nina;
2024-05-31;Valérie;x
2024-05-31;Albertine;x
2024-05-31;Nina et Tina;x
2024-05-31;Pioupioute;veut pondre
2024-05-31;Rémiel;
2024-05-31;Tina;x
2024-05-31;Cunégonde;
2024-05-31;Marans;3
2024-06-01;Albertine;x
2024-06-01;Tina;x
2024-06-01;Cunégonde;
2024-06-01;Marans;3
2024-06-01;Nina;
2024-06-01;Valérie;x
2024-06-01;Joséphine;
2024-06-01;Rémiel;
2024-06-01;Pioupioute;
2024-06-01;Nina et Tina;x
2024-06-02;Albertine;
2024-06-02;Tina;
2024-06-02;Rémiel;
2024-06-02;Joséphine;
2024-06-02;Cunégonde;x
2024-06-02;Nina;
2024-06-02;Nina et Tina;x
2024-06-02;Valérie;x
2024-06-02;Marans;1
2024-06-02;Pioupioute;
2024-06-03;Nina;
2024-06-03;Tina;x
2024-06-03;Albertine;
2024-06-03;Pioupioute;
2024-06-03;Marans;2
2024-06-03;Nina et Tina;x
2024-06-03;Cunégonde;x
2024-06-03;Rémiel;
2024-06-03;Joséphine;
2024-06-03;Valérie;x
2024-06-04;Valérie;x
2024-06-04;Cunégonde;x
2024-06-04;Nina;
2024-06-04;Rémiel;
2024-06-04;Joséphine;
2024-06-04;Nina et Tina;
2024-06-04;Albertine;
2024-06-04;Tina;x
2024-06-04;Pioupioute;
2024-06-04;Marans;1
2024-06-05;Albertine;x
2024-06-05;Cunégonde;x
2024-06-05;Valérie;
2024-06-05;Joséphine;
2024-06-05;Pioupioute;
2024-06-05;Marans;3
2024-06-05;Tina;x
2024-06-05;Rémiel;
2024-06-05;Nina et Tina;x
2024-06-05;Nina;
2024-06-06;Rémiel;
2024-06-06;Joséphine;
2024-06-06;Pioupioute;
2024-06-06;Marans;1
2024-06-06;Tina;
2024-06-06;Nina et Tina;x
2024-06-06;Albertine;
2024-06-06;Cunégonde;x
2024-06-06;Valérie;x
2024-06-06;Nina;
2024-06-07;Valérie;
2024-06-07;Joséphine;
2024-06-07;Nina et Tina;
2024-06-07;Pioupioute;
2024-06-07;Rémiel;
2024-06-07;Cunégonde;
2024-06-07;Albertine;x
2024-06-07;Marans;2
2024-06-07;Tina;x(cassé)
2024-06-07;Nina;
2024-06-08;Cunégonde;x
2024-06-08;Rémiel;
2024-06-08;Marans;2
2024-06-08;Nina;
2024-06-08;Nina et Tina;x
2024-06-08;Tina;x
2024-06-08;Joséphine;
2024-06-08;Pioupioute;
2024-06-08;Albertine;
2024-06-08;Valérie;x
2024-06-09;Joséphine;
2024-06-09;Rémiel;
2024-06-09;Marans;2
2024-06-09;Tina;
2024-06-09;Nina;
2024-06-09;Pioupioute;
2024-06-09;Nina et Tina;x
2024-06-09;Albertine;x
2024-06-09;Valérie;x
2024-06-09;Cunégonde;x
2024-06-10;Cunégonde;
2024-06-10;Pioupioute;
2024-06-10;Nina et Tina;
2024-06-10;Marans;1
2024-06-10;Albertine;
2024-06-10;Joséphine;
2024-06-10;Nina;
2024-06-10;Tina;x
2024-06-10;Rémiel;
2024-06-10;Valérie;x
2024-06-11;Nina et Tina;x
2024-06-11;Joséphine;
2024-06-11;Pioupioute;
2024-06-11;Rémiel;
2024-06-11;Valérie;
2024-06-11;Nina;
2024-06-11;Albertine;x
2024-06-11;Marans;2
2024-06-11;Tina;
2024-06-11;Cunégonde;
2024-06-12;Nina et Tina;
2024-06-12;Albertine;x
2024-06-12;Tina;x
2024-06-12;Cunégonde;x
2024-06-12;Marans;2
2024-06-12;Joséphine;
2024-06-12;Rémiel;
2024-06-12;Valérie;x
2024-06-12;Pioupioute;
2024-06-12;Nina;
2024-06-13;Valérie;x
2024-06-13;Nina et Tina;x
2024-06-13;Tina;
2024-06-13;Joséphine;
2024-06-13;Rémiel;
2024-06-13;Albertine;
2024-06-13;Pioupioute;
2024-06-13;Marans;1
2024-06-13;Nina;
2024-06-13;Cunégonde;x
2024-06-14;Tina;
2024-06-14;Nina;
2024-06-14;Rémiel;
2024-06-14;Pioupioute;
2024-06-14;Cunégonde;x
2024-06-14;Nina et Tina;x
2024-06-14;Albertine;
2024-06-14;Valérie;x
2024-06-14;Marans;1
2024-06-14;Joséphine;
2024-06-15;Albertine;x(cassé)
2024-06-15;Marans;2
2024-06-15;Pioupioute;
2024-06-15;Nina et Tina;x
2024-06-15;Nina;
2024-06-15;Tina;
2024-06-15;Rémiel;retrait point
2024-06-15;Valérie;
2024-06-15;Joséphine;
2024-06-15;Cunégonde;x
2024-06-16;Valérie;x
2024-06-16;Nina;
2024-06-16;Tina;x
2024-06-16;Albertine;x
2024-06-16;Pioupioute;
2024-06-16;Nina et Tina;
2024-06-16;Marans;2(+3)
2024-06-16;Joséphine;
2024-06-16;Cunégonde;x
2024-06-16;Rémiel;
2024-06-17;Marans;2
2024-06-17;Pioupioute;
2024-06-17;Joséphine;
2024-06-17;Nina et Tina;
2024-06-17;Cunégonde;
2024-06-17;Nina;
2024-06-17;Tina;x
2024-06-17;Valérie;x
2024-06-17;Rémiel;
2024-06-17;Albertine;x
2024-06-18;Rémiel;
2024-06-18;Marans;3
2024-06-18;Nina;
2024-06-18;Tina;x(cassé)
2024-06-18;Joséphine;
2024-06-18;Cunégonde;x
2024-06-18;Albertine;x
2024-06-18;Valérie;x
2024-06-18;Nina et Tina;x
2024-06-18;Pioupioute;
2024-06-19;Albertine;x
2024-06-19;Rémiel;
2024-06-19;Valérie;
2024-06-19;Nina et Tina;x
2024-06-19;Cunégonde;x
2024-06-19;Nina;
2024-06-19;Pioupioute;
2024-06-19;Joséphine;
2024-06-19;Tina;
2024-06-19;Marans;2
2024-06-20;Joséphine;
2024-06-20;Nina et Tina;x
2024-06-20;Marans;2
2024-06-20;Cunégonde;x
2024-06-20;Valérie;x
2024-06-20;Rémiel;
2024-06-20;Tina;
2024-06-20;Albertine;x
2024-06-20;Pioupioute;
2024-06-20;Nina;
2024-06-21;Albertine;
2024-06-21;Marans;
2024-06-21;Nina et Tina;
2024-06-21;Nina;
2024-06-21;Joséphine;
2024-06-21;Cunégonde;x
2024-06-21;Tina;
2024-06-21;Valérie;x
2024-06-21;Pioupioute;
2024-06-21;Rémiel;
2024-06-22;Cunégonde;
2024-06-22;Rémiel;
2024-06-22;Tina;x(cassé)
2024-06-22;Marans;3
2024-06-22;Nina;
2024-06-22;Nina et Tina;x
2024-06-22;Joséphine;
2024-06-22;Valérie;x
2024-06-22;Pioupioute;
2024-06-22;Albertine;x
2024-06-23;Nina;
2024-06-23;Tina;
2024-06-23;Joséphine;
2024-06-23;Valérie;x
2024-06-23;Pioupioute;
2024-06-23;Albertine;x
2024-06-23;Nina et Tina;x
2024-06-23;Rémiel;
2024-06-23;Marans;2
2024-06-23;Cunégonde;x
2024-06-24;Joséphine;
2024-06-24;Nina et Tina;
2024-06-24;Pioupioute;
2024-06-24;Rémiel;
2024-06-24;Cunégonde;x
2024-06-24;Valérie;
2024-06-24;Nina;
2024-06-24;Marans;1
2024-06-24;Tina;x
2024-06-24;Albertine;
2024-06-25;Marans;2
2024-06-25;Joséphine;
2024-06-25;Pioupioute;
2024-06-25;Cunégonde;x
2024-06-25;Valérie;x
2024-06-25;Tina;x(cassé)
2024-06-25;Nina;
2024-06-25;Albertine;
2024-06-25;Rémiel;
2024-06-25;Nina et Tina;x
2024-06-26;Cunégonde;
2024-06-26;Nina;
2024-06-26;Rémiel;
2024-06-26;Pioupioute;
2024-06-26;Nina et Tina;x
2024-06-26;Joséphine;
2024-06-26;Tina;
2024-06-26;Marans;1(+1)
2024-06-26;Albertine;
2024-06-26;Valérie;x
2024-06-27;Albertine;x
2024-06-27;Rémiel;
2024-06-27;Nina;
2024-06-27;Joséphine;
2024-06-27;Tina;x
2024-06-27;Pioupioute;
2024-06-27;Cunégonde;
2024-06-27;Valérie;x
2024-06-27;Marans;2
2024-06-27;Nina et Tina;
2024-06-28;Cunégonde;
2024-06-28;Nina;
2024-06-28;Valérie;
2024-06-28;Nina et Tina;
2024-06-28;Rémiel;
2024-06-28;Marans;2
2024-06-28;Joséphine;
2024-06-28;Albertine;x
2024-06-28;Pioupioute;
2024-06-28;Tina;x
2024-06-29;Tina;
2024-06-29;Albertine;x
2024-06-29;Nina et Tina;x
2024-06-29;Valérie;x
2024-06-29;Marans;2
2024-06-29;Joséphine;
2024-06-29;Pioupioute;
2024-06-29;Rémiel;
2024-06-29;Cunégonde;
2024-06-29;Nina;
2024-06-30;Marans;2
2024-06-30;Pioupioute;
2024-06-30;Joséphine;
2024-06-30;Valérie;x
2024-06-30;Rémiel;
2024-06-30;Nina et Tina;x
2024-06-30;Cunégonde;
2024-06-30;Albertine;x
2024-06-30;Nina;
2024-06-30;Tina;
2024-07-01;Nina;
2024-07-01;Marans;1
2024-07-01;Rémiel;
2024-07-01;Albertine;
2024-07-01;Nina et Tina;
2024-07-01;Joséphine;
2024-07-01;Tina;x
2024-07-01;Valérie;
2024-07-01;Pioupioute;
2024-07-01;Cunégonde;
2024-07-02;Cunégonde;
2024-07-02;Valérie;x
2024-07-02;Nina et Tina;x
2024-07-02;Joséphine;
2024-07-02;Marans;2(+3)
2024-07-02;Nina;
2024-07-02;Rémiel;
2024-07-02;Pioupioute;
2024-07-02;Tina;
2024-07-02;Albertine;x
2024-07-03;Valérie;
2024-07-03;Rémiel;
2024-07-03;Cunégonde;
2024-07-03;Albertine;
2024-07-03;Joséphine;
2024-07-03;Tina;x
2024-07-03;Pioupioute;
2024-07-03;Nina et Tina;
2024-07-03;Marans;1
2024-07-03;Nina;
2024-07-04;Rémiel;
2024-07-04;Nina et Tina;
2024-07-04;Joséphine;
2024-07-04;Valérie;
2024-07-04;Nina;
2024-07-04;Cunégonde;
2024-07-04;Tina;
2024-07-04;Pioupioute;
2024-07-04;Marans;1
2024-07-04;Albertine;x
2024-07-05;Marans;1
2024-07-05;Pioupioute;
2024-07-05;Rémiel;
2024-07-05;Valérie;x
2024-07-05;Nina et Tina;
2024-07-05;Joséphine;
2024-07-05;Nina;
2024-07-05;Tina;x(cassé)
2024-07-05;Cunégonde;
2024-07-05;Albertine;
2024-07-06;Rémiel;
2024-07-06;Marans;1
2024-07-06;Valérie;x
2024-07-06;Nina;
2024-07-06;Pioupioute;
2024-07-06;Cunégonde;
2024-07-06;Tina;
2024-07-06;Nina et Tina;
2024-07-06;Albertine;x
2024-07-06;Joséphine;
2024-07-07;Albertine;x
2024-07-07;Valérie;
2024-07-07;Nina et Tina;
2024-07-07;Tina;
2024-07-07;Cunégonde;
2024-07-07;Pioupioute;
2024-07-07;Rémiel;
2024-07-07;Marans;1
2024-07-07;Joséphine;
2024-07-07;Nina;
2024-07-08;Nina;
2024-07-08;Valérie;x
2024-07-08;Cunégonde;
2024-07-08;Tina;
2024-07-08;Pioupioute;
2024-07-08;Nina et Tina;x
2024-07-08;Rémiel;
2024-07-08;Joséphine;
2024-07-08;Marans;1
2024-07-08;Albertine;
2024-07-09;Nina;
2024-07-09;Cunégonde;
2024-07-09;Valérie;x
2024-07-09;Marans;1
2024-07-09;Joséphine;
2024-07-09;Albertine;x
2024-07-09;Rémiel;
2024-07-09;Tina;
2024-07-09;Pioupioute;
2024-07-09;Nina et Tina;
2024-07-10;Nina et Tina;
2024-07-10;Albertine;x
2024-07-10;Cunégonde;
2024-07-10;Pioupioute;
2024-07-10;Rémiel;
2024-07-10;Joséphine;
2024-07-10;Tina;
2024-07-10;Nina;
2024-07-10;Valérie;
2024-07-10;Marans;1
2024-07-11;Nina;
2024-07-11;Rémiel;
2024-07-11;Valérie;
2024-07-11;Nina et Tina;
2024-07-11;Joséphine;
2024-07-11;Cunégonde;arrêt couvade
2024-07-11;Tina;
2024-07-11;Marans;0
2024-07-11;Albertine;
2024-07-11;Pioupioute;
2024-07-12;Tina;
2024-07-12;Nina;
2024-07-12;Pioupioute;
2024-07-12;Joséphine;
2024-07-12;Cunégonde;
2024-07-12;Marans;1
2024-07-12;Valérie;x
2024-07-12;Rémiel;
2024-07-12;Albertine;x
2024-07-12;Nina et Tina;
2024-07-13;Cunégonde;
2024-07-13;Joséphine;
2024-07-13;Nina et Tina;x
2024-07-13;Nina;
2024-07-13;Albertine;
2024-07-13;Valérie;x
2024-07-13;Marans;2
2024-07-13;Rémiel;
2024-07-13;Tina;x(cassé)
2024-07-13;Pioupioute;
2024-07-14;Nina;
2024-07-14;Pioupioute;
2024-07-14;Joséphine;
2024-07-14;Tina;
2024-07-14;Rémiel;
2024-07-14;Marans;2
2024-07-14;Nina et Tina;x
2024-07-14;Albertine;x
2024-07-14;Valérie;
2024-07-14;Cunégonde;
2024-07-15;Cunégonde;
2024-07-15;Pioupioute;
2024-07-15;Marans;0
2024-07-15;Valérie;
2024-07-15;Nina;
2024-07-15;Nina et Tina;
2024-07-15;Tina;
2024-07-15;Albertine;
2024-07-15;Joséphine;
2024-07-15;Rémiel;
2024-07-16;Valérie;x
2024-07-16;Tina;
2024-07-16;Nina;
2024-07-16;Cunégonde;
2024-07-16;Joséphine;
2024-07-16;Nina et Tina;
2024-07-16;Albertine;x
2024-07-16;Pioupioute;
2024-07-16;Rémiel;
2024-07-16;Marans;1
2024-07-17;Nina;
2024-07-17;Albertine;
2024-07-17;Joséphine;
2024-07-17;Tina;x
2024-07-17;Pioupioute;
2024-07-17;Marans;1
2024-07-17;Valérie;
2024-07-17;Rémiel;
2024-07-17;Cunégonde;
2024-07-17;Nina et Tina;
2024-07-18;Tina;
2024-07-18;Rémiel;
2024-07-18;Marans;1
2024-07-18;Albertine;x
2024-07-18;Nina;
2024-07-18;Valérie;x
2024-07-18;Joséphine;
2024-07-18;Cunégonde;
2024-07-18;Pioupioute;
2024-07-18;Nina et Tina;
2024-07-19;Pioupioute;
2024-07-19;Cunégonde;
2024-07-19;Tina;
2024-07-19;Joséphine;
2024-07-19;Albertine;
2024-07-19;Rémiel;
2024-07-19;Nina et Tina;x
2024-07-19;Nina;
2024-07-19;Valérie;
2024-07-19;Marans;1
2024-07-20;Albertine;
2024-07-20;Nina et Tina;
2024-07-20;Rémiel;
2024-07-20;Nina;
2024-07-20;Cunégonde;
2024-07-20;Tina;x
2024-07-20;Valérie;
2024-07-20;Pioupioute;
2024-07-20;Joséphine;
2024-07-20;Marans;1
2024-07-21;Tina;x
2024-07-21;Nina;
2024-07-21;Joséphine;
2024-07-21;Nina et Tina;
2024-07-21;Cunégonde;x
2024-07-21;Valérie;
2024-07-21;Pioupioute;
2024-07-21;Albertine;
2024-07-21;Rémiel;
2024-07-21;Marans;1
2024-07-22;Joséphine;
2024-07-22;Marans;0
2024-07-22;Rémiel;
2024-07-22;Albertine;
2024-07-22;Pioupioute;
2024-07-22;Nina;
2024-07-22;Nina et Tina;
2024-07-22;Tina;
2024-07-22;Valérie;
2024-07-22;Cunégonde;
2024-07-23;Marans;1
2024-07-23;Albertine;x
2024-07-23;Nina;
2024-07-23;Joséphine;
2024-07-23;Tina;
2024-07-23;Valérie;x
2024-07-23;Pioupioute;
2024-07-23;Rémiel;
2024-07-23;Cunégonde;
2024-07-23;Nina et Tina;
2024-07-24;Cunégonde;x
2024-07-24;Marans;0
2024-07-24;Nina et Tina;
2024-07-24;Albertine;
2024-07-24;Rémiel;
2024-07-24;Pioupioute;
2024-07-24;Joséphine;
2024-07-24;Nina;
2024-07-24;Valérie;x
2024-07-24;Tina;
2024-07-25;Joséphine;
2024-07-25;Cunégonde;
2024-07-25;Nina et Tina;
2024-07-25;Albertine;
2024-07-25;Valérie;x
2024-07-25;Nina;
2024-07-25;Marans;1(+1)
2024-07-25;Pioupioute;
2024-07-25;Tina;x
2024-07-25;Rémiel;
2024-07-26;Nina;
2024-07-26;Marans;2
2024-07-26;Rémiel;
2024-07-26;Albertine;x
2024-07-26;Cunégonde;x
2024-07-26;Nina et Tina;
2024-07-26;Tina;x
2024-07-26;Joséphine;
2024-07-26;Pioupioute;
2024-07-26;Valérie;
2024-07-27;Nina;
2024-07-27;Nina et Tina;
2024-07-27;Albertine;
2024-07-27;Pioupioute;
2024-07-27;Tina;
2024-07-27;Joséphine;
2024-07-27;Valérie;x
2024-07-27;Cunégonde;x
2024-07-27;Rémiel;
2024-07-27;Marans;0
2024-07-28;Marans;2
2024-07-28;Albertine;
2024-07-28;Nina;
2024-07-28;Pioupioute;
2024-07-28;Joséphine;
2024-07-28;Valérie;x
2024-07-28;Nina et Tina;x(cassé)
2024-07-28;Tina;x(cassé)
2024-07-28;Cunégonde;
2024-07-28;Rémiel;
2024-07-29;Pioupioute;
2024-07-29;Valérie;x
2024-07-29;Joséphine;
2024-07-29;Albertine;x
2024-07-29;Rémiel;
2024-07-29;Cunégonde;
2024-07-29;Nina et Tina;
2024-07-29;Tina;
2024-07-29;Marans;1
2024-07-29;Nina;
2024-07-30;Tina;x(cassé)
2024-07-30;Albertine;
2024-07-30;Valérie;x
2024-07-30;Nina;
2024-07-30;Nina et Tina;
2024-07-30;Pioupioute;
2024-07-30;Rémiel;
2024-07-30;Cunégonde;x
2024-07-30;Joséphine;
2024-07-30;Marans;1
2024-07-31;Joséphine;
2024-07-31;Valérie;
2024-07-31;Cunégonde;x
2024-07-31;Marans;0
2024-07-31;Pioupioute;
2024-07-31;Tina;
2024-07-31;Albertine;
2024-07-31;Rémiel;
2024-07-31;Nina et Tina;
2024-07-31;Nina;
2024-08-01;Nina et Tina;
2024-08-01;Joséphine;
2024-08-01;Albertine;
2024-08-01;Marans;1
2024-08-01;Cunégonde;
2024-08-01;Pioupioute;
2024-08-01;Nina;
2024-08-01;Valérie;x
2024-08-01;Tina;x
2024-08-01;Rémiel;
2024-08-02;Albertine;
2024-08-02;Tina;
2024-08-02;Pioupioute;
2024-08-02;Cunégonde;x
2024-08-02;Nina et Tina;x
2024-08-02;Marans;1
2024-08-02;Rémiel;
2024-08-02;Valérie;x
2024-08-02;Nina;
2024-08-02;Joséphine;
2024-08-03;Joséphine;
2024-08-03;Cunégonde;x
2024-08-03;Pioupioute;
2024-08-03;Marans;1(+1)
2024-08-03;Valérie;
2024-08-03;Nina et Tina;
2024-08-03;Tina;
2024-08-03;Nina;
2024-08-03;Rémiel;
2024-08-03;Albertine;x
2024-08-04;Tina;
2024-08-04;Nina;
2024-08-04;Cunégonde;x
2024-08-04;Rémiel;
2024-08-04;Nina et Tina;x
2024-08-04;Joséphine;
2024-08-04;Marans;1
2024-08-04;Valérie;x
2024-08-04;Pioupioute;
2024-08-04;Albertine;
2024-08-05;Rémiel;
2024-08-05;Joséphine;
2024-08-05;Cunégonde;
2024-08-05;Valérie;x
2024-08-05;Pioupioute;
2024-08-05;Nina et Tina;x
2024-08-05;Albertine;x
2024-08-05;Tina;
2024-08-05;Marans;2
2024-08-05;Nina;
2024-08-06;Nina et Tina;
2024-08-06;Tina;
2024-08-06;Rémiel;
2024-08-06;Albertine;
2024-08-06;Joséphine;
2024-08-06;Cunégonde;x
2024-08-06;Marans;0
2024-08-06;Nina;
2024-08-06;Valérie;
2024-08-06;Pioupioute;
2024-08-07;Albertine;x
2024-08-07;Cunégonde;x
2024-08-07;Joséphine;
2024-08-07;Pioupioute;
2024-08-07;Marans;2
2024-08-07;Rémiel;
2024-08-07;Tina;x(cassé)
2024-08-07;Nina et Tina;
2024-08-07;Valérie;
2024-08-07;Nina;mue
2024-08-08;Nina;
2024-08-08;Tina;
2024-08-08;Cunégonde;x
2024-08-08;Albertine;
2024-08-08;Pioupioute;
2024-08-08;Valérie;x
2024-08-08;Rémiel;
2024-08-08;Nina et Tina;
2024-08-08;Marans;0
2024-08-08;Joséphine;
2024-08-09;Pioupioute;
2024-08-09;Rémiel;
2024-08-09;Valérie;
2024-08-09;Joséphine;
2024-08-09;Nina et Tina;
2024-08-09;Tina;abcès
2024-08-09;Albertine;
2024-08-09;Marans;0
2024-08-09;Nina;
2024-08-09;Cunégonde;
2024-08-10;Joséphine;
2024-08-10;Valérie;x
2024-08-10;Cunégonde;x
2024-08-10;Nina;
2024-08-10;Pioupioute;
2024-08-10;Marans;0
2024-08-10;Albertine;
2024-08-10;Tina;
2024-08-10;Nina et Tina;
2024-08-10;Rémiel;
2024-08-11;Albertine;x ?
2024-08-11;Pioupioute;
2024-08-11;Nina et Tina;
2024-08-11;Cunégonde;x
2024-08-11;Joséphine;
2024-08-11;Rémiel;
2024-08-11;Marans;1
2024-08-11;Tina;
2024-08-11;Nina;
2024-08-11;Valérie;
2024-08-12;Nina;
2024-08-12;Joséphine;
2024-08-12;Tina;
2024-08-12;Rémiel;
2024-08-12;Albertine;
2024-08-12;Valérie;x
2024-08-12;Marans;0
2024-08-12;Cunégonde;couve
2024-08-12;Nina et Tina;
2024-08-12;Pioupioute;
2024-08-13;Pioupioute;
2024-08-13;Rémiel;
2024-08-13;Valérie;
2024-08-13;Joséphine;
2024-08-13;Nina;
2024-08-13;Cunégonde;
2024-08-13;Tina;
2024-08-13;Albertine;
2024-08-13;Marans;0
2024-08-13;Nina et Tina;
2024-08-14;Marans;0
2024-08-14;Nina;
2024-08-14;Albertine;
2024-08-14;Nina et Tina;
2024-08-14;Valérie;x
2024-08-14;Pioupioute;
2024-08-14;Cunégonde;
2024-08-14;Tina;
2024-08-14;Rémiel;
2024-08-14;Joséphine;
2024-08-15;Pioupioute;
2024-08-15;Albertine;
2024-08-15;Rémiel;
2024-08-15;Marans;0
2024-08-15;Valérie;x
2024-08-15;Nina et Tina;
2024-08-15;Joséphine;
2024-08-15;Cunégonde;
2024-08-15;Nina;
2024-08-15;Tina;
2024-08-16;Joséphine;
2024-08-16;Nina;
2024-08-16;Pioupioute;
2024-08-16;Marans;0
2024-08-16;Tina;
2024-08-16;Rémiel;
2024-08-16;Cunégonde;
2024-08-16;Albertine;
2024-08-16;Valérie;
2024-08-16;Nina et Tina;
2024-08-17;Cunégonde;
2024-08-17;Nina et Tina;
2024-08-17;Marans;1(+1)
2024-08-17;Joséphine;
2024-08-17;Albertine;x
2024-08-17;Tina;
2024-08-17;Nina;
2024-08-17;Valérie;x
2024-08-17;Pioupioute;
2024-08-17;Rémiel;
2024-08-18;Rémiel;
2024-08-18;Marans;1
2024-08-18;Valérie;x
2024-08-18;Albertine;x
2024-08-18;Nina;
2024-08-18;Joséphine;
2024-08-18;Cunégonde;
2024-08-18;Tina;
2024-08-18;Nina et Tina;
2024-08-18;Pioupioute;
2024-08-19;Rémiel;
2024-08-19;Joséphine;
2024-08-19;Marans;0
2024-08-19;Cunégonde;
2024-08-19;Albertine;
2024-08-19;Nina;
2024-08-19;Nina et Tina;
2024-08-19;Valérie;
2024-08-19;Tina;mue
2024-08-19;Pioupioute;
2024-08-20;Joséphine;
2024-08-20;Rémiel;
2024-08-20;Pioupioute;
2024-08-20;Nina;
2024-08-20;Tina;
2024-08-20;Albertine;x
2024-08-20;Marans;1
2024-08-20;Cunégonde;
2024-08-20;Valérie;x
2024-08-20;Nina et Tina;
2024-08-21;Valérie;x
2024-08-21;Joséphine;
2024-08-21;Nina et Tina;
2024-08-21;Pioupioute;
2024-08-21;Cunégonde;
2024-08-21;Rémiel;
2024-08-21;Tina;
2024-08-21;Nina;
2024-08-21;Albertine;
2024-08-21;Marans;0
2024-08-22;Nina et Tina;x
2024-08-22;Pioupioute;
2024-08-22;Valérie;
2024-08-22;Tina;
2024-08-22;Nina;
2024-08-22;Marans;1
2024-08-22;Joséphine;
2024-08-22;Rémiel;
2024-08-22;Cunégonde;
2024-08-22;Albertine;
2024-08-23;Joséphine;
2024-08-23;Nina;
2024-08-23;Albertine;
2024-08-23;Rémiel;
2024-08-23;Valérie;x
2024-08-23;Cunégonde;
2024-08-23;Pioupioute;
2024-08-23;Tina;
2024-08-23;Nina et Tina;x
2024-08-23;Marans;1
2024-08-24;Albertine;x
2024-08-24;Cunégonde;
2024-08-24;Tina;
2024-08-24;Joséphine;
2024-08-24;Marans;1
2024-08-24;Nina et Tina;
2024-08-24;Rémiel;
2024-08-24;Nina;
2024-08-24;Valérie;
2024-08-24;Pioupioute;
2024-08-25;Rémiel;
2024-08-25;Cunégonde;
2024-08-25;Nina et Tina;x
2024-08-25;Albertine;
2024-08-25;Marans;1
2024-08-25;Valérie;x
2024-08-25;Nina;
2024-08-25;Tina;
2024-08-25;Pioupioute;
2024-08-25;Joséphine;
2024-08-26;Nina;
2024-08-26;Cunégonde;
2024-08-26;Pioupioute;
2024-08-26;Nina et Tina;
2024-08-26;Albertine;
2024-08-26;Marans;0
2024-08-26;Tina;
2024-08-26;Rémiel;
2024-08-26;Valérie;
2024-08-26;Joséphine;
2024-08-27;Rémiel;
2024-08-27;Tina;
2024-08-27;Nina;
2024-08-27;Cunégonde;
2024-08-27;Nina et Tina;x
2024-08-27;Pioupioute;
2024-08-27;Valérie;x
2024-08-27;Albertine;
2024-08-27;Joséphine;
2024-08-27;Marans;1
2024-08-28;Cunégonde;
2024-08-28;Nina;
2024-08-28;Joséphine;
2024-08-28;Tina;
2024-08-28;Nina et Tina;
2024-08-28;Albertine;x ?
2024-08-28;Pioupioute;
2024-08-28;Marans;1
2024-08-28;Valérie;x
2024-08-28;Rémiel;
2024-08-29;Marans;0
2024-08-29;Joséphine;
2024-08-29;Pioupioute;
2024-08-29;Albertine;
2024-08-29;Nina;
2024-08-29;Tina;
2024-08-29;Nina et Tina;
2024-08-29;Cunégonde;
2024-08-29;Rémiel;
