Date;Poule_brute;Ponte_brute
2023-09-10;Saquiel;
2023-09-10;Albertine;
2023-09-10;Valérie;
2023-09-10;Cunégonde;
2023-09-10;Joséphine;
2023-09-11;Joséphine;x
2023-09-11;Augustine;
2023-09-11;Saquiel;
2023-09-11;Albertine;x
2023-09-11;Rémiel;
2023-09-11;Valérie;
2023-09-11;Cunégonde;
2023-09-11;Pioupioute;
2023-09-12;Saquiel;
2023-09-12;Albertine;
2023-09-12;Cunégonde;
2023-09-12;Pioupioute;
2023-09-12;Valérie;
2023-09-12;Joséphine;x
2023-09-12;Rémiel;
2023-09-12;Augustine;
2023-09-13;Joséphine;
2023-09-13;Cunégonde;
2023-09-13;Albertine;x
2023-09-13;Rémiel;
2023-09-13;Saquiel;
2023-09-13;Augustine;
2023-09-13;Pioupioute;
2023-09-13;Valérie;
2023-09-14;Valérie;
2023-09-14;Saquiel;
2023-09-14;Rémiel;
2023-09-14;Joséphine;x
2023-09-14;Albertine;
2023-09-14;Pioupioute;
2023-09-14;Augustine;
2023-09-14;Cunégonde;
2023-09-15;Pioupioute;
2023-09-15;Augustine;
2023-09-15;Saquiel;
2023-09-15;Valérie;
2023-09-15;Joséphine;
2023-09-15;Rémiel;
2023-09-15;Cunégonde;
2023-09-15;Albertine;
2023-09-16;Valérie;
2023-09-16;Cunégonde;
2023-09-16;Augustine;
2023-09-16;Albertine;
2023-09-16;Rémiel;
2023-09-16;Pioupioute;
2023-09-16;Joséphine;x
2023-09-16;Saquiel;
2023-09-17;Joséphine;
2023-09-17;Saquiel;
2023-09-17;Valérie;
2023-09-17;Albertine;
2023-09-17;Rémiel;
2023-09-17;Pioupioute;
2023-09-17;Augustine;
2023-09-17;Cunégonde;
2023-09-18;Pioupioute;
2023-09-18;Albertine;
2023-09-18;Augustine;
2023-09-18;Saquiel;
2023-09-18;Valérie;
2023-09-18;Joséphine;
2023-09-18;Cunégonde;
2023-09-18;Rémiel;
2023-09-19;Saquiel;
2023-09-19;Albertine;
2023-09-19;Joséphine;x
2023-09-19;Rémiel;
2023-09-19;Cunégonde;
2023-09-19;Valérie;
2023-09-19;Augustine;
2023-09-19;Pioupioute;
2023-09-20;Cunégonde;
2023-09-20;Valérie;fin couvaison
2023-09-20;Albertine;
2023-09-20;Rémiel;
2023-09-20;Augustine;
2023-09-20;Joséphine;x
2023-09-20;Saquiel;
2023-09-20;Pioupioute;
2023-09-21;Rémiel;x
2023-09-21;Saquiel;
2023-09-21;Joséphine;x
2023-09-21;Valérie;mue
2023-09-21;Albertine;
2023-09-21;Pioupioute;
2023-09-21;Cunégonde;
2023-09-21;Augustine;
2023-09-22;Pioupioute;
2023-09-22;Albertine;
2023-09-22;Saquiel;
2023-09-22;Rémiel;
2023-09-22;Cunégonde;
2023-09-22;Valérie;
2023-09-22;Joséphine;x
2023-09-22;Augustine;
2023-09-23;Augustine;
2023-09-23;Joséphine;x
2023-09-23;Albertine;
2023-09-23;Pioupioute;
2023-09-23;Saquiel;DCD
2023-09-23;Rémiel;
2023-09-23;Valérie;
2023-09-23;Cunégonde;
2023-09-24;Cunégonde;
2023-09-24;Saquiel;
2023-09-24;Pioupioute;
2023-09-24;Rémiel;
2023-09-24;Albertine;
2023-09-24;Valérie;
2023-09-24;Augustine;
2023-09-24;Joséphine;x
2023-09-25;Rémiel;x
2023-09-25;Valérie;
2023-09-25;Augustine;
2023-09-25;Joséphine;x
2023-09-25;Albertine;
2023-09-25;Pioupioute;
2023-09-25;Saquiel;
2023-09-25;Cunégonde;
2023-09-26;Augustine;
2023-09-26;Albertine;
2023-09-26;Valérie;
2023-09-26;Joséphine;
2023-09-26;Saquiel;
2023-09-26;Rémiel;
2023-09-26;Cunégonde;
2023-09-26;Pioupioute;
2023-09-27;Joséphine;x
2023-09-27;Saquiel;
2023-09-27;Rémiel;
2023-09-27;Augustine;
2023-09-27;Albertine;
2023-09-27;Cunégonde;x
2023-09-27;Pioupioute;
2023-09-27;Valérie;
2023-09-28;Rémiel;x(cassé)
2023-09-28;Augustine;
2023-09-28;Pioupioute;
2023-09-28;Valérie;
2023-09-28;Albertine;
2023-09-28;Joséphine;
2023-09-28;Cunégonde;
2023-09-28;Saquiel;
2023-09-29;Saquiel;
2023-09-29;Joséphine;x
2023-09-29;Augustine;
2023-09-29;Albertine;
2023-09-29;Pioupioute;
2023-09-29;Cunégonde;x
2023-09-29;Valérie;
2023-09-29;Rémiel;
2023-09-30;Albertine;
2023-09-30;Joséphine;x(cassé)
2023-09-30;Augustine;
2023-09-30;Rémiel;
2023-09-30;Valérie;
2023-09-30;Pioupioute;
2023-09-30;Cunégonde;x
2023-09-30;Saquiel;
2023-10-01;Saquiel;
2023-10-01;Albertine;
2023-10-01;Augustine;
2023-10-01;Joséphine;
2023-10-01;Pioupioute;
2023-10-01;Cunégonde;
2023-10-01;Valérie;
2023-10-01;Rémiel;
2023-10-02;Joséphine;
2023-10-02;Rémiel;
2023-10-02;Pioupioute;
2023-10-02;Augustine;
2023-10-02;Cunégonde;x
2023-10-02;Saquiel;
2023-10-02;Valérie;
2023-10-02;Albertine;
2023-10-03;Joséphine;x
2023-10-03;Augustine;
2023-10-03;Rémiel;
2023-10-03;Albertine;
2023-10-03;Pioupioute;
2023-10-03;Saquiel;
2023-10-03;Cunégonde;x
2023-10-03;Valérie;
2023-10-04;Rémiel;
2023-10-04;Pioupioute;
2023-10-04;Albertine;
2023-10-04;Joséphine;
2023-10-04;Cunégonde;x
2023-10-04;Saquiel;
2023-10-04;Augustine;
2023-10-04;Valérie;
2023-10-05;Rémiel;x(cassé)
2023-10-05;Saquiel;
2023-10-05;Pioupioute;
2023-10-05;Augustine;
2023-10-05;Joséphine;
2023-10-05;Cunégonde;
2023-10-05;Albertine;
2023-10-05;Valérie;
2023-10-06;Albertine;
2023-10-06;Cunégonde;x
2023-10-06;Augustine;
2023-10-06;Pioupioute;
2023-10-06;Joséphine;x
2023-10-06;Rémiel;
2023-10-06;Valérie;
2023-10-06;Saquiel;
2023-10-07;Pioupioute;
2023-10-07;Augustine;
2023-10-07;Joséphine;
2023-10-07;Saquiel;
2023-10-07;Rémiel;
2023-10-07;Albertine;
2023-10-07;Cunégonde;x
2023-10-07;Valérie;
2023-10-08;Rémiel;
2023-10-08;Joséphine;x
2023-10-08;Saquiel;
2023-10-08;Albertine;
2023-10-08;Pioupioute;
2023-10-08;Cunégonde;x
2023-10-08;Augustine;
2023-10-08;Valérie;
2023-10-09;Joséphine;x
2023-10-09;Cunégonde;
2023-10-09;Pioupioute;
2023-10-09;Saquiel;
2023-10-09;Rémiel;
2023-10-09;Albertine;
2023-10-09;Augustine;
2023-10-09;Valérie;
2023-10-10;Saquiel;
2023-10-10;Joséphine;x
2023-10-10;Augustine;
2023-10-10;Rémiel;
2023-10-10;Cunégonde;x
2023-10-10;Albertine;
2023-10-10;Pioupioute;
2023-10-10;Valérie;
2023-10-11;Saquiel;
2023-10-11;Augustine;
2023-10-11;Cunégonde;x
2023-10-11;Joséphine;
2023-10-11;Valérie;
2023-10-11;Pioupioute;
2023-10-11;Albertine;
2023-10-11;Rémiel;
2023-10-12;Valérie;
2023-10-12;Albertine;
2023-10-12;Cunégonde;x
2023-10-12;Joséphine;x
2023-10-12;Augustine;
2023-10-12;Pioupioute;
2023-10-12;Rémiel;
2023-10-12;Saquiel;
2023-10-13;Valérie;
2023-10-13;Albertine;
2023-10-13;Rémiel;
2023-10-13;Saquiel;
2023-10-13;Pioupioute;
2023-10-13;Joséphine;
2023-10-13;Augustine;
2023-10-13;Cunégonde;
2023-10-14;Augustine;
2023-10-14;Valérie;
2023-10-14;Rémiel;
2023-10-14;Cunégonde;x
2023-10-14;Albertine;
2023-10-14;Saquiel;
2023-10-14;Pioupioute;
2023-10-14;Joséphine;x
2023-10-15;Joséphine;
2023-10-15;Albertine;
2023-10-15;Valérie;
2023-10-15;Cunégonde;x
2023-10-15;Pioupioute;
2023-10-15;Augustine;
2023-10-15;Saquiel;
2023-10-15;Rémiel;
2023-10-16;Cunégonde;
2023-10-16;Rémiel;
2023-10-16;Pioupioute;
2023-10-16;Albertine;
2023-10-16;Joséphine;x
2023-10-16;Saquiel;
2023-10-16;Valérie;
2023-10-16;Augustine;
2023-10-17;Albertine;
2023-10-17;Joséphine;
2023-10-17;Pioupioute;
2023-10-17;Augustine;
2023-10-17;Rémiel;
2023-10-17;Cunégonde;x
2023-10-17;Saquiel;
2023-10-17;Valérie;
2023-10-18;Augustine;
2023-10-18;Cunégonde;x
2023-10-18;Valérie;
2023-10-18;Pioupioute;
2023-10-18;Albertine;
2023-10-18;Rémiel;
2023-10-18;Saquiel;
2023-10-18;Joséphine;x
2023-10-19;Albertine;
2023-10-19;Saquiel;
2023-10-19;Joséphine;x
2023-10-19;Augustine;
2023-10-19;Valérie;
2023-10-19;Pioupioute;
2023-10-19;Cunégonde;x
2023-10-19;Rémiel;
2023-10-20;Joséphine;
2023-10-20;Saquiel;
2023-10-20;Valérie;
2023-10-20;Cunégonde;x
2023-10-20;Albertine;
2023-10-20;Augustine;
2023-10-20;Rémiel;
2023-10-20;Pioupioute;
2023-10-21;Saquiel;
2023-10-21;Augustine;
2023-10-21;Albertine;
2023-10-21;Rémiel;
2023-10-21;Pioupioute;
2023-10-21;Valérie;
2023-10-21;Joséphine;x
2023-10-21;Cunégonde;
2023-10-22;Cunégonde;x
2023-10-22;Saquiel;
2023-10-22;Rémiel;
2023-10-22;Valérie;
2023-10-22;Pioupioute;
2023-10-22;Augustine;
2023-10-22;Albertine;
2023-10-22;Joséphine;
2023-10-23;Pioupioute;
2023-10-23;Saquiel;
2023-10-23;Cunégonde;x
2023-10-23;Augustine;
2023-10-23;Albertine;
2023-10-23;Rémiel;
2023-10-23;Valérie;
2023-10-23;Joséphine;x
2023-10-24;Augustine;
2023-10-24;Saquiel;
2023-10-24;Cunégonde;x
2023-10-24;Joséphine;
2023-10-24;Valérie;
2023-10-24;Rémiel;
2023-10-24;Pioupioute;
2023-10-24;Albertine;
2023-10-25;Cunégonde;
2023-10-25;Valérie;
2023-10-25;Pioupioute;
2023-10-25;Albertine;
2023-10-25;Saquiel;
2023-10-25;Augustine;
2023-10-25;Rémiel;
2023-10-25;Joséphine;x
2023-10-26;Albertine;
2023-10-26;Rémiel;mue
2023-10-26;Pioupioute;
2023-10-26;Augustine;
2023-10-26;Joséphine;
2023-10-26;Valérie;
2023-10-26;Saquiel;
2023-10-26;Cunégonde;x
2023-10-27;Albertine;
2023-10-27;Joséphine;x
2023-10-27;Saquiel;
2023-10-27;Augustine;
2023-10-27;Rémiel;
2023-10-27;Cunégonde;x
2023-10-27;Valérie;
2023-10-27;Pioupioute;
2023-10-28;Rémiel;
2023-10-28;Augustine;
2023-10-28;Cunégonde;x
2023-10-28;Albertine;
2023-10-28;Pioupioute;
2023-10-28;Saquiel;
2023-10-28;Valérie;
2023-10-28;Joséphine;
2023-10-29;Valérie;
2023-10-29;Augustine;
2023-10-29;Albertine;
2023-10-29;Joséphine;x
2023-10-29;Rémiel;
2023-10-29;Pioupioute;
2023-10-29;Cunégonde;
2023-10-29;Saquiel;
2023-10-30;Albertine;
2023-10-30;Joséphine;
2023-10-30;Rémiel;
2023-10-30;Pioupioute;
2023-10-30;Augustine;
2023-10-30;Saquiel;
2023-10-30;Valérie;
2023-10-30;Cunégonde;x
2023-10-31;Cunégonde;x
2023-10-31;Augustine;
2023-10-31;Rémiel;
2023-10-31;Saquiel;
2023-10-31;Valérie;
2023-10-31;Pioupioute;
2023-10-31;Albertine;
2023-10-31;Joséphine;x
2023-11-01;Cunégonde;x
2023-11-01;Albertine;rhume
2023-11-01;Joséphine;
2023-11-01;Augustine;
2023-11-01;Pioupioute;
2023-11-01;Rémiel;
2023-11-01;Saquiel;
2023-11-01;Valérie;
2023-11-02;Augustine;
2023-11-02;Pioupioute;
2023-11-02;Saquiel;
2023-11-02;Cunégonde;
2023-11-02;Joséphine;x
2023-11-02;Albertine;
2023-11-02;Rémiel;
2023-11-02;Valérie;
2023-11-03;Cunégonde;x
2023-11-03;Rémiel;
2023-11-03;Albertine;
2023-11-03;Pioupioute;
2023-11-03;Saquiel;
2023-11-03;Valérie;
2023-11-03;Joséphine;
2023-11-03;Augustine;
2023-11-04;Pioupioute;
2023-11-04;Joséphine;x
2023-11-04;Valérie;
2023-11-04;Saquiel;
2023-11-04;Augustine;
2023-11-04;Cunégonde;x
2023-11-04;Rémiel;
2023-11-04;Albertine;
2023-11-05;Augustine;
2023-11-05;Pioupioute;
2023-11-05;Saquiel;
2023-11-05;Cunégonde;
2023-11-05;Albertine;
2023-11-05;Rémiel;
2023-11-05;Valérie;
2023-11-05;Joséphine;
2023-11-06;Rémiel;
2023-11-06;Cunégonde;x
2023-11-06;Valérie;
2023-11-06;Saquiel;
2023-11-06;Pioupioute;
2023-11-06;Joséphine;x
2023-11-06;Augustine;
2023-11-06;Albertine;
2023-11-07;Rémiel;
2023-11-07;Valérie;
2023-11-07;Augustine;
2023-11-07;Albertine;
2023-11-07;Cunégonde;x
2023-11-07;Joséphine;
2023-11-07;Pioupioute;
2023-11-07;Saquiel;
2023-11-08;Rémiel;
2023-11-08;Saquiel;
2023-11-08;Pioupioute;
2023-11-08;Cunégonde;x
2023-11-08;Albertine;
2023-11-08;Joséphine;x
2023-11-08;Valérie;
2023-11-08;Augustine;
2023-11-09;Valérie;
2023-11-09;Joséphine;
2023-11-09;Pioupioute;
2023-11-09;Augustine;
2023-11-09;Cunégonde;
2023-11-09;Saquiel;
2023-11-09;Albertine;
2023-11-09;Rémiel;
2023-11-10;Joséphine;x
2023-11-10;Pioupioute;
2023-11-10;Rémiel;
2023-11-10;Valérie;
2023-11-10;Cunégonde;x
2023-11-10;Albertine;
2023-11-10;Saquiel;
2023-11-10;Augustine;
2023-11-11;Valérie;
2023-11-11;Rémiel;
2023-11-11;Saquiel;
2023-11-11;Albertine;
2023-11-11;Cunégonde;x
2023-11-11;Pioupioute;
2023-11-11;Joséphine;
2023-11-11;Augustine;
2023-11-12;Augustine;
2023-11-12;Albertine;
2023-11-12;Pioupioute;
2023-11-12;Joséphine;
2023-11-12;Saquiel;
2023-11-12;Valérie;
2023-11-12;Cunégonde;
2023-11-12;Rémiel;
2023-11-13;Pioupioute;
2023-11-13;Valérie;
2023-11-13;Augustine;
2023-11-13;Joséphine;
2023-11-13;Rémiel;
2023-11-13;Saquiel;
2023-11-13;Albertine;
2023-11-13;Cunégonde;x
2023-11-14;Cunégonde;x
2023-11-14;Rémiel;
2023-11-14;Saquiel;
2023-11-14;Valérie;
2023-11-14;Albertine;
2023-11-14;Pioupioute;
2023-11-14;Joséphine;
2023-11-14;Augustine;
2023-11-15;Albertine;
2023-11-15;Saquiel;
2023-11-15;Rémiel;
2023-11-15;Pioupioute;
2023-11-15;Joséphine;
2023-11-15;Cunégonde;x
2023-11-15;Valérie;
2023-11-15;Augustine;
2023-11-16;Augustine;
2023-11-16;Joséphine;
2023-11-16;Pioupioute;
2023-11-16;Rémiel;
2023-11-16;Saquiel;
2023-11-16;Albertine;
2023-11-16;Cunégonde;
2023-11-16;Valérie;
2023-11-17;Valérie;
2023-11-17;Pioupioute;
2023-11-17;Albertine;
2023-11-17;Cunégonde;x
2023-11-17;Rémiel;
2023-11-17;Augustine;
2023-11-17;Saquiel;
2023-11-17;Joséphine;x
2023-11-18;Augustine;
2023-11-18;Pioupioute;
2023-11-18;Joséphine;
2023-11-18;Albertine;
2023-11-18;Saquiel;
2023-11-18;Rémiel;
2023-11-18;Valérie;x
2023-11-18;Cunégonde;x
2023-11-19;Valérie;
2023-11-19;Rémiel;
2023-11-19;Pioupioute;
2023-11-19;Joséphine;x
2023-11-19;Albertine;
2023-11-19;Cunégonde;
2023-11-19;Saquiel;
2023-11-19;Augustine;
2023-11-20;Valérie;x
2023-11-20;Albertine;
2023-11-20;Rémiel;
2023-11-20;Augustine;
2023-11-20;Pioupioute;
2023-11-20;Joséphine;
2023-11-20;Saquiel;
2023-11-20;Cunégonde;x
2023-11-21;Augustine;
2023-11-21;Pioupioute;
2023-11-21;Albertine;
2023-11-21;Valérie;x
2023-11-21;Rémiel;
2023-11-21;Joséphine;
2023-11-21;Saquiel;
2023-11-21;Cunégonde;x
2023-11-22;Augustine;
2023-11-22;Saquiel;
2023-11-22;Pioupioute;
2023-11-22;Albertine;
2023-11-22;Joséphine;
2023-11-22;Cunégonde;
2023-11-22;Valérie;
2023-11-22;Rémiel;
2023-11-23;Valérie;x
2023-11-23;Saquiel;
2023-11-23;Albertine;
2023-11-23;Rémiel;
2023-11-23;Augustine;
2023-11-23;Joséphine;
2023-11-23;Cunégonde;x
2023-11-23;Pioupioute;
2023-11-24;Valérie;
2023-11-24;Cunégonde;x
2023-11-24;Pioupioute;
2023-11-24;Joséphine;
2023-11-24;Augustine;
2023-11-24;Rémiel;
2023-11-24;Saquiel;
2023-11-24;Albertine;
2023-11-25;Joséphine;
2023-11-25;Saquiel;
2023-11-25;Valérie;
2023-11-25;Augustine;
2023-11-25;Albertine;x
2023-11-25;Pioupioute;
2023-11-25;Rémiel;
2023-11-25;Cunégonde;x
2023-11-26;Albertine;
2023-11-26;Augustine;
2023-11-26;Rémiel;
2023-11-26;Pioupioute;
2023-11-26;Saquiel;
2023-11-26;Cunégonde;x
2023-11-26;Valérie;x
2023-11-26;Joséphine;
2023-11-27;Valérie;
2023-11-27;Pioupioute;
2023-11-27;Augustine;
2023-11-27;Joséphine;
2023-11-27;Albertine;x
2023-11-27;Rémiel;
2023-11-27;Cunégonde;x
2023-11-27;Saquiel;
2023-11-28;Saquiel;
2023-11-28;Augustine;
2023-11-28;Albertine;
2023-11-28;Cunégonde;x
2023-11-28;Pioupioute;
2023-11-28;Rémiel;
2023-11-28;Joséphine;
2023-11-28;Valérie;
2023-11-29;Pioupioute;
2023-11-29;Albertine;x
2023-11-29;Joséphine;mue
2023-11-29;Augustine;
2023-11-29;Valérie;
2023-11-29;Saquiel;
2023-11-29;Rémiel;
2023-11-29;Cunégonde;x
2023-11-30;Pioupioute;
2023-11-30;Joséphine;
2023-11-30;Valérie;x
2023-11-30;Saquiel;
2023-11-30;Cunégonde;x
2023-11-30;Rémiel;
2023-11-30;Albertine;
2023-11-30;Augustine;
2023-12-01;Pioupioute;
2023-12-01;Saquiel;
2023-12-01;Joséphine;
2023-12-01;Cunégonde;
2023-12-01;Albertine;x
2023-12-01;Valérie;
2023-12-01;Augustine;
2023-12-01;Rémiel;
2023-12-02;Pioupioute;
2023-12-02;Augustine;
2023-12-02;Joséphine;
2023-12-02;Cunégonde;x
2023-12-02;Rémiel;
2023-12-02;Saquiel;
2023-12-02;Albertine;
2023-12-02;Valérie;x
2023-12-03;Cunégonde;
2023-12-03;Albertine;x
2023-12-03;Saquiel;
2023-12-03;Joséphine;
2023-12-03;Augustine;
2023-12-03;Pioupioute;
2023-12-03;Valérie;x
2023-12-03;Rémiel;
2023-12-04;Rémiel;
2023-12-04;Cunégonde;x
2023-12-04;Joséphine;
2023-12-04;Valérie;
2023-12-04;Saquiel;
2023-12-04;Augustine;
2023-12-04;Albertine;
2023-12-04;Pioupioute;
2023-12-05;Augustine;
2023-12-05;Cunégonde;
2023-12-05;Rémiel;
2023-12-05;Pioupioute;
2023-12-05;Saquiel;
2023-12-05;Valérie;
2023-12-05;Albertine;x
2023-12-05;Joséphine;
2023-12-06;Augustine;
2023-12-06;Joséphine;
2023-12-06;Valérie;x
2023-12-06;Rémiel;
2023-12-06;Pioupioute;
2023-12-06;Cunégonde;
2023-12-06;Saquiel;
2023-12-06;Albertine;
2023-12-07;Pioupioute;
2023-12-07;Saquiel;
2023-12-07;Albertine;
2023-12-07;Rémiel;
2023-12-07;Cunégonde;x
2023-12-07;Valérie;
2023-12-07;Augustine;
2023-12-07;Joséphine;
2023-12-08;Cunégonde;
2023-12-08;Pioupioute;
2023-12-08;Saquiel;
2023-12-08;Augustine;
2023-12-08;Rémiel;
2023-12-08;Valérie;
2023-12-08;Joséphine;
2023-12-08;Albertine;
2023-12-09;Joséphine;
2023-12-09;Rémiel;
2023-12-09;Albertine;
2023-12-09;Augustine;
2023-12-09;Cunégonde;x
2023-12-09;Valérie;
2023-12-09;Saquiel;
2023-12-09;Pioupioute;
2023-12-10;Rémiel;
2023-12-10;Saquiel;
2023-12-10;Valérie;
2023-12-10;Pioupioute;
2023-12-10;Albertine;
2023-12-10;Augustine;
2023-12-10;Joséphine;
2023-12-10;Cunégonde;
2023-12-11;Pioupioute;
2023-12-11;Valérie;
2023-12-11;Cunégonde;x
2023-12-11;Saquiel;
2023-12-11;Rémiel;
2023-12-11;Albertine;
2023-12-11;Joséphine;
2023-12-11;Augustine;
2023-12-12;Valérie;
2023-12-12;Saquiel;
2023-12-12;Pioupioute;
2023-12-12;Augustine;
2023-12-12;Joséphine;
2023-12-12;Cunégonde;
2023-12-12;Albertine;
2023-12-12;Rémiel;
2023-12-13;Joséphine;
2023-12-13;Albertine;
2023-12-13;Pioupioute;
2023-12-13;Cunégonde;x
2023-12-13;Valérie;
2023-12-13;Rémiel;
2023-12-13;Augustine;
2023-12-13;Saquiel;
2023-12-14;Rémiel;
2023-12-14;Saquiel;
2023-12-14;Pioupioute;
2023-12-14;Albertine;
2023-12-14;Augustine;
2023-12-14;Cunégonde;
2023-12-14;Joséphine;
2023-12-14;Valérie;
2023-12-15;Rémiel;
2023-12-15;Joséphine;
2023-12-15;Cunégonde;x
2023-12-15;Saquiel;
2023-12-15;Pioupioute;
2023-12-15;Valérie;
2023-12-15;Augustine;
2023-12-15;Albertine;
2023-12-16;Cunégonde;
2023-12-16;Pioupioute;
2023-12-16;Augustine;
2023-12-16;Albertine;
2023-12-16;Rémiel;
2023-12-16;Saquiel;
2023-12-16;Joséphine;
2023-12-16;Valérie;
2023-12-17;Albertine;
2023-12-17;Valérie;
2023-12-17;Cunégonde;
2023-12-17;Saquiel;
2023-12-17;Augustine;
2023-12-17;Rémiel;
2023-12-17;Joséphine;
2023-12-17;Pioupioute;
2023-12-18;Pioupioute;
2023-12-18;Saquiel;
2023-12-18;Augustine;
2023-12-18;Albertine;
2023-12-18;Rémiel;
2023-12-18;Cunégonde;x
2023-12-18;Valérie;
2023-12-18;Joséphine;
2023-12-19;Saquiel;
2023-12-19;Valérie;
2023-12-19;Augustine;
2023-12-19;Cunégonde;
2023-12-19;Albertine;
2023-12-19;Joséphine;
2023-12-19;Rémiel;
2023-12-19;Pioupioute;
2023-12-20;Pioupioute;
2023-12-20;Joséphine;
2023-12-20;Cunégonde;
2023-12-20;Rémiel;
2023-12-20;Albertine;
2023-12-20;Valérie;
2023-12-20;Saquiel;
2023-12-20;Augustine;
2023-12-21;Cunégonde;x
2023-12-21;Saquiel;
2023-12-21;Joséphine;
2023-12-21;Albertine;
2023-12-21;Augustine;
2023-12-21;Pioupioute;
2023-12-21;Valérie;
2023-12-21;Rémiel;
2023-12-22;Albertine;
2023-12-22;Saquiel;
2023-12-22;Rémiel;
2023-12-22;Cunégonde;
2023-12-22;Valérie;
2023-12-22;Augustine;
2023-12-22;Pioupioute;
2023-12-22;Joséphine;
2023-12-23;Albertine;
2023-12-23;Valérie;
2023-12-23;Pioupioute;
2023-12-23;Cunégonde;x
2023-12-23;Saquiel;
2023-12-23;Augustine;
2023-12-23;Rémiel;
2023-12-23;Joséphine;
2023-12-24;Rémiel;
2023-12-24;Cunégonde;
2023-12-24;Augustine;
2023-12-24;Pioupioute;
2023-12-24;Valérie;
2023-12-24;Saquiel;
2023-12-24;Joséphine;
2023-12-24;Albertine;
2023-12-25;Rémiel;
2023-12-25;Augustine;
2023-12-25;Albertine;
2023-12-25;Joséphine;
2023-12-25;Saquiel;
2023-12-25;Cunégonde;x
2023-12-25;Valérie;
2023-12-25;Pioupioute;
2023-12-26;Augustine;
2023-12-26;Pioupioute;
2023-12-26;Valérie;
2023-12-26;Albertine;
2023-12-26;Saquiel;
2023-12-26;Rémiel;
2023-12-26;Joséphine;
2023-12-26;Cunégonde;
2023-12-27;Rémiel;
2023-12-27;Albertine;
2023-12-27;Saquiel;
2023-12-27;Augustine;
2023-12-27;Cunégonde;
2023-12-27;Joséphine;
2023-12-27;Valérie;
2023-12-27;Pioupioute;
2023-12-28;Saquiel;
2023-12-28;Rémiel;
2023-12-28;Albertine;x
2023-12-28;Pioupioute;
2023-12-28;Valérie;
2023-12-28;Cunégonde;x
2023-12-28;Joséphine;
2023-12-28;Augustine;
2023-12-29;Joséphine;
2023-12-29;Albertine;
2023-12-29;Pioupioute;
2023-12-29;Rémiel;
2023-12-29;Saquiel;
2023-12-29;Valérie;
2023-12-29;Cunégonde;
2023-12-29;Augustine;
2023-12-30;Saquiel;
2023-12-30;Pioupioute;
2023-12-30;Cunégonde;x
2023-12-30;Albertine;x
2023-12-30;Valérie;
2023-12-30;Rémiel;
2023-12-30;Augustine;
2023-12-30;Joséphine;
2023-12-31;Saquiel;
2023-12-31;Valérie;
2023-12-31;Cunégonde;
2023-12-31;Joséphine;
2023-12-31;Augustine;
2023-12-31;Pioupioute;
2023-12-31;Rémiel;
2023-12-31;Albertine;
2024-01-01;Valérie;
2024-01-01;Rémiel;
2024-01-01;Nina et Tina;
2024-01-01;Cunégonde;
2024-01-01;Marans;1
2024-01-01;Tina;
2024-01-01;Nina;
2024-01-01;Albertine;x
2024-01-01;Pioupioute;
2024-01-01;Joséphine;
2024-01-02;Marans;
2024-01-02;Valérie;
2024-01-02;Rémiel;
2024-01-02;Joséphine;
2024-01-02;Albertine;
2024-01-02;Tina;
2024-01-02;Pioupioute;
2024-01-02;Nina;
2024-01-02;Cunégonde;x
2024-01-02;Nina et Tina;
2024-01-03;Joséphine;
2024-01-03;Valérie;
2024-01-03;Marans;1
2024-01-03;Nina et Tina;
2024-01-03;Nina;
2024-01-03;Tina;
2024-01-03;Rémiel;
2024-01-03;Pioupioute;
2024-01-03;Albertine;x
2024-01-03;Cunégonde;
2024-01-04;Nina et Tina;
2024-01-04;Rémiel;
2024-01-04;Valérie;
2024-01-04;Pioupioute;
2024-01-04;Joséphine;
2024-01-04;Nina;
2024-01-04;Tina;
2024-01-04;Albertine;
2024-01-04;Cunégonde;x
2024-01-04;Marans;
2024-01-05;Rémiel;
2024-01-05;Nina;
2024-01-05;Tina;
2024-01-05;Marans;1
2024-01-05;Nina et Tina;
2024-01-05;Pioupioute;
2024-01-05;Valérie;x ?
2024-01-05;Cunégonde;
2024-01-05;Joséphine;
2024-01-05;Albertine;x
2024-01-06;Albertine;
2024-01-06;Rémiel;
2024-01-06;Tina;
2024-01-06;Pioupioute;
2024-01-06;Valérie;
2024-01-06;Marans;
2024-01-06;Nina et Tina;
2024-01-06;Cunégonde;
2024-01-06;Joséphine;
2024-01-06;Nina;
2024-01-07;Valérie;
2024-01-07;Cunégonde;x
2024-01-07;Albertine;x
2024-01-07;Joséphine;
2024-01-07;Rémiel;
2024-01-07;Tina;
2024-01-07;Marans;1
2024-01-07;Pioupioute;
2024-01-07;Nina;
2024-01-07;Nina et Tina;
2024-01-08;Pioupioute;
2024-01-08;Tina;
2024-01-08;Albertine;
2024-01-08;Marans;
2024-01-08;Nina;
2024-01-08;Cunégonde;
2024-01-08;Joséphine;
2024-01-08;Rémiel;
2024-01-08;Valérie;
2024-01-08;Nina et Tina;
2024-01-09;Tina;
2024-01-09;Pioupioute;
2024-01-09;Albertine;
2024-01-09;Marans;
2024-01-09;Valérie;
2024-01-09;Nina et Tina;
2024-01-09;Nina;
2024-01-09;Rémiel;
2024-01-09;Cunégonde;x
2024-01-09;Joséphine;
2024-01-10;Nina;
2024-01-10;Albertine;
2024-01-10;Cunégonde;
2024-01-10;Marans;
2024-01-10;Pioupioute;
2024-01-10;Rémiel;
