Date;Ponte_brute;niveau_observation;group_id;Ponte;Etat_oeuf;Doute;Effectif;Remarques;Poule_brute
2023-06-24;;individuel;;0;RAS;False;1;;Cunégonde
2023-06-25;;individuel;;0;RAS;False;1;;Joséphine
2023-06-25;;individuel;;0;RAS;False;1;;Pioupioute
2023-06-25;;individuel;;0;RAS;False;1;;Rémiel
2023-06-25;x;individuel;;1;RAS;False;1;;Valérie
2023-06-25;x;individuel;MARANS;1;RAS;False;1;;Albertine
2023-06-25;;individuel;;0;RAS;False;0;;Augustine
2023-06-25;;individuel;;0;RAS;False;1;;Cunégonde
2023-06-25;;individuel;;0;RAS;False;1;;Saquiel
2023-06-26;;individuel;;0;RAS;False;1;;Saquiel
2023-06-26;x;individuel;;1;RAS;False;1;;Pioupioute
2023-06-26;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-06-26;x;individuel;;1;RAS;False;1;;Joséphine
2023-06-26;;individuel;;0;RAS;False;0;;Augustine
2023-06-26;x;individuel;;1;RAS;False;1;;Valérie
2023-06-26;x(cassé);individuel;;1;cassé;False;1;;Rémiel
2023-06-26;;individuel;;0;RAS;False;1;;Cunégonde
2023-06-27;;individuel;;0;RAS;False;1;;Valérie
2023-06-27;;individuel;;0;RAS;False;1;;Cunégonde
2023-06-27;;individuel;;0;RAS;False;0;;Augustine
2023-06-27;x;individuel;MARANS;1;RAS;False;1;;Albertine
2023-06-27;x;individuel;;1;RAS;False;1;;Rémiel
2023-06-27;;individuel;;0;RAS;False;1;;Pioupioute
2023-06-27;;individuel;;0;RAS;False;1;;Saquiel
2023-06-27;x;individuel;;1;RAS;False;1;;Joséphine
2023-06-28;;individuel;;0;RAS;False;1;;Cunégonde
2023-06-28;x;individuel;;1;RAS;False;1;;Valérie
2023-06-28;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-06-28;x;individuel;;1;RAS;False;1;;Joséphine
2023-06-28;;individuel;;0;RAS;False;0;;Augustine
2023-06-28;;individuel;;0;RAS;False;1;;Saquiel
2023-06-28;;individuel;;0;RAS;False;1;;Pioupioute
2023-06-28;x;individuel;;1;RAS;False;1;;Rémiel
2023-06-29;;individuel;;0;RAS;False;1;;Saquiel
2023-06-29;;individuel;;0;RAS;False;0;;Augustine
2023-06-29;;individuel;;0;RAS;False;1;;Cunégonde
2023-06-29;;individuel;;0;RAS;False;1;;Rémiel
2023-06-29;;individuel;;0;RAS;False;1;;Valérie
2023-06-29;x;individuel;MARANS;1;RAS;False;1;;Albertine
2023-06-29;;individuel;;0;RAS;False;1;;Joséphine
2023-06-29;;individuel;;0;RAS;False;1;;Pioupioute
2023-06-30;;individuel;;0;RAS;False;1;;Cunégonde
2023-06-30;;individuel;;0;RAS;False;1;;Pioupioute
2023-06-30;;individuel;;0;RAS;False;1;;Valérie
2023-06-30;x;individuel;;1;RAS;False;1;;Joséphine
2023-06-30;;individuel;;0;RAS;False;1;;Saquiel
2023-06-30;x;individuel;;1;RAS;False;1;;Rémiel
2023-06-30;;individuel;;0;RAS;False;0;;Augustine
2023-06-30;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-01;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-01;mue;individuel;;0;RAS;False;1;Mue;Saquiel
2023-07-01;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-01;;individuel;;0;RAS;False;1;;Rémiel
2023-07-01;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-01;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-01;;individuel;;0;RAS;False;0;;Augustine
2023-07-01;x;individuel;;1;RAS;False;1;;Valérie
2023-07-02;;individuel;;0;RAS;False;1;;Joséphine
2023-07-02;x;individuel;;1;RAS;False;1;;Valérie
2023-07-02;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-02;x;individuel;;1;RAS;False;1;;Rémiel
2023-07-02;;individuel;;0;RAS;False;1;;Saquiel
2023-07-02;;individuel;;0;RAS;False;0;;Augustine
2023-07-02;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-02;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-03;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-03;;individuel;;0;RAS;False;0;;Augustine
2023-07-03;x;individuel;MARANS;1;RAS;False;1;;Albertine
2023-07-03;;individuel;;0;RAS;False;1;;Saquiel
2023-07-03;x;individuel;;1;RAS;False;1;;Valérie
2023-07-03;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-03;;individuel;;0;RAS;False;1;;Joséphine
2023-07-03;;individuel;;0;RAS;False;1;;Rémiel
2023-07-04;;individuel;;0;RAS;False;1;;Valérie
2023-07-04;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-04;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-04;x(cassé);individuel;;1;cassé;False;1;;Rémiel
2023-07-04;;individuel;;0;RAS;False;0;;Augustine
2023-07-04;;individuel;;0;RAS;False;1;;Saquiel
2023-07-04;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-04;x;individuel;MARANS;1;RAS;False;1;;Albertine
2023-07-05;x;individuel;;1;RAS;False;1;;Valérie
2023-07-05;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-05;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-05;;individuel;;0;RAS;False;1;;Rémiel
2023-07-05;;individuel;;0;RAS;False;1;;Saquiel
2023-07-05;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-05;;individuel;;0;RAS;False;0;;Augustine
2023-07-05;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-06;;individuel;;0;RAS;False;0;;Augustine
2023-07-06;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-06;x;individuel;MARANS;1;RAS;False;1;;Albertine
2023-07-06;;individuel;;0;RAS;False;1;;Saquiel
2023-07-06;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-06;x;individuel;;1;RAS;False;1;;Valérie
2023-07-06;x;individuel;;1;RAS;False;1;;Rémiel
2023-07-06;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-07;;individuel;;0;RAS;False;1;;Rémiel
2023-07-07;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-07;mue;individuel;;0;RAS;False;1;Mue;Pioupioute
2023-07-07;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-07;;individuel;;0;RAS;False;0;;Augustine
2023-07-07;x;individuel;;1;RAS;False;1;;Valérie
2023-07-07;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-07;;individuel;;0;RAS;False;1;;Saquiel
2023-07-08;;individuel;;0;RAS;False;0;;Augustine
2023-07-08;x;individuel;;1;RAS;False;1;;Valérie
2023-07-08;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-08;;individuel;;0;RAS;False;1;;Saquiel
2023-07-08;x;individuel;MARANS;1;RAS;False;1;;Albertine
2023-07-08;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-08;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-08;;individuel;;0;RAS;False;1;;Rémiel
2023-07-09;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-09;;individuel;;0;RAS;False;1;;Valérie
2023-07-09;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-09;;individuel;;0;RAS;False;0;;Augustine
2023-07-09;;individuel;;0;RAS;False;1;;Saquiel
2023-07-09;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-09;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-09;;individuel;;0;RAS;False;1;;Rémiel
2023-07-10;;individuel;;0;RAS;False;1;;Joséphine
2023-07-10;x;individuel;;1;RAS;False;1;;Rémiel
2023-07-10;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-10;;individuel;;0;RAS;False;1;;Saquiel
2023-07-10;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-10;x;individuel;;1;RAS;False;1;;Valérie
2023-07-10;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-10;;individuel;;0;RAS;False;0;;Augustine
2023-07-11;x;individuel;;1;RAS;False;1;;Valérie
2023-07-11;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-11;;individuel;;0;RAS;False;1;;Rémiel
2023-07-11;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-11;;individuel;;0;RAS;False;1;;Saquiel
2023-07-11;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-11;;individuel;;0;RAS;False;0;;Augustine
2023-07-11;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-12;x;individuel;;1;RAS;False;1;;Valérie
2023-07-12;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-12;;individuel;;0;RAS;False;1;;Joséphine
2023-07-12;;individuel;;0;RAS;False;0;;Augustine
2023-07-12;;individuel;;0;RAS;False;1;;Saquiel
2023-07-12;x(cassé);individuel;;1;cassé;False;1;;Rémiel
2023-07-12;x(cassé);individuel;MARANS;1;cassé;False;1;;Albertine
2023-07-12;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-13;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-13;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-13;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-13;;individuel;;0;RAS;False;1;;Saquiel
2023-07-13;x;individuel;;1;RAS;False;1;;Valérie
2023-07-13;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-13;;individuel;;0;RAS;False;1;;Rémiel
2023-07-13;;individuel;;0;RAS;False;0;;Augustine
2023-07-14;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-14;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-14;x;individuel;;1;RAS;False;1;;Rémiel
2023-07-14;;individuel;;0;RAS;False;1;;Saquiel
2023-07-14;;individuel;;0;RAS;False;0;;Augustine
2023-07-14;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-14;x;individuel;MARANS;1;RAS;False;1;;Albertine
2023-07-14;;individuel;;0;RAS;False;1;;Valérie
2023-07-15;;individuel;;0;RAS;False;0;;Augustine
2023-07-15;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-15;;individuel;;0;RAS;False;1;;Joséphine
2023-07-15;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-15;;individuel;;0;RAS;False;1;;Saquiel
2023-07-15;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-15;;individuel;;0;RAS;False;1;;Rémiel
2023-07-15;;individuel;;0;RAS;False;1;;Valérie
2023-07-16;;individuel;;0;RAS;False;1;;Saquiel
2023-07-16;;individuel;;0;RAS;False;1;;Rémiel
2023-07-16;;individuel;;0;RAS;False;0;;Augustine
2023-07-16;x;individuel;;1;RAS;False;1;;Valérie
2023-07-16;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-16;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-16;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-16;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-17;;individuel;;0;RAS;False;1;;Rémiel
2023-07-17;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-17;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-17;x;individuel;;1;RAS;False;1;;Valérie
2023-07-17;;individuel;;0;RAS;False;0;;Augustine
2023-07-17;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-17;;individuel;;0;RAS;False;1;;Saquiel
2023-07-17;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-18;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-18;;individuel;;0;RAS;False;0;;Augustine
2023-07-18;x;individuel;;1;RAS;False;1;;Valérie
2023-07-18;;individuel;;0;RAS;False;1;;Rémiel
2023-07-18;;individuel;;0;RAS;False;1;;Saquiel
2023-07-18;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-18;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-18;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-19;;individuel;;0;RAS;False;1;;Rémiel
2023-07-19;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-19;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-19;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-19;;individuel;;0;RAS;False;1;;Saquiel
2023-07-19;x;individuel;;1;RAS;False;1;;Valérie
2023-07-19;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-19;;individuel;;0;RAS;False;0;;Augustine
2023-07-20;;individuel;;0;RAS;False;0;;Augustine
2023-07-20;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-20;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-20;;individuel;;0;RAS;False;1;;Joséphine
2023-07-20;;individuel;;0;RAS;False;1;;Valérie
2023-07-20;;individuel;;0;RAS;False;1;;Saquiel
2023-07-20;x;individuel;;1;RAS;False;1;;Rémiel
2023-07-20;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-21;;individuel;;0;RAS;False;1;;Saquiel
2023-07-21;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-21;;individuel;;0;RAS;False;1;;Rémiel
2023-07-21;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-21;x;individuel;MARANS;1;RAS;False;1;;Albertine
2023-07-21;;individuel;;0;RAS;False;0;;Augustine
2023-07-21;x;individuel;;1;RAS;False;1;;Valérie
2023-07-21;;individuel;;0;RAS;False;1;;Joséphine
2023-07-22;x;individuel;;1;RAS;False;1;;Rémiel
2023-07-22;;individuel;;0;RAS;False;1;;Saquiel
2023-07-22;;individuel;;0;RAS;False;1;;Valérie
2023-07-22;;individuel;;0;RAS;False;1;;Joséphine
2023-07-22;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-22;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-22;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-22;;individuel;;0;RAS;False;0;;Augustine
2023-07-23;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-23;;individuel;;0;RAS;False;1;;Valérie
2023-07-23;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-23;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-23;;individuel;;0;RAS;False;1;;Saquiel
2023-07-23;;individuel;;0;RAS;False;1;;Rémiel
2023-07-23;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-23;;individuel;;0;RAS;False;0;;Augustine
2023-07-24;;individuel;;0;RAS;False;1;;Saquiel
2023-07-24;;individuel;;0;RAS;False;0;;Augustine
2023-07-24;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-24;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-24;;individuel;;0;RAS;False;1;;Valérie
2023-07-24;;individuel;;0;RAS;False;1;;Joséphine
2023-07-24;;individuel;;0;RAS;False;1;;Rémiel
2023-07-24;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-25;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-25;;individuel;;0;RAS;False;1;;Valérie
2023-07-25;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-25;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-25;;individuel;;0;RAS;False;1;;Rémiel
2023-07-25;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-25;;individuel;;0;RAS;False;1;;Saquiel
2023-07-25;;individuel;;0;RAS;False;0;;Augustine
2023-07-26;;individuel;;0;RAS;False;1;;Valérie
2023-07-26;;individuel;;0;RAS;False;1;;Joséphine
2023-07-26;;individuel;;0;RAS;False;1;;Saquiel
2023-07-26;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-26;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-26;;individuel;;0;RAS;False;1;;Rémiel
2023-07-26;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-26;;individuel;;0;RAS;False;0;;Augustine
2023-07-27;;individuel;;0;RAS;False;1;;Valérie
2023-07-27;;individuel;;0;RAS;False;1;;Saquiel
2023-07-27;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-27;;individuel;;0;RAS;False;1;;Rémiel
2023-07-27;;individuel;;0;RAS;False;0;;Augustine
2023-07-27;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-27;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-27;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-28;;individuel;;0;RAS;False;0;;Augustine
2023-07-28;;individuel;;0;RAS;False;1;;Rémiel
2023-07-28;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-28;;individuel;;0;RAS;False;1;;Saquiel
2023-07-28;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-28;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-28;;individuel;;0;RAS;False;1;;Joséphine
2023-07-28;;individuel;;0;RAS;False;1;;Valérie
2023-07-29;;individuel;;0;RAS;False;1;;Saquiel
2023-07-29;;individuel;;0;RAS;False;0;;Augustine
2023-07-29;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-29;;individuel;;0;RAS;False;1;;Rémiel
2023-07-29;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-29;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-29;;individuel;;0;RAS;False;1;;Valérie
2023-07-29;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-30;;individuel;;0;RAS;False;0;;Augustine
2023-07-30;;individuel;;0;RAS;False;1;;Valérie
2023-07-30;x;individuel;MARANS;1;RAS;False;1;;Albertine
2023-07-30;;individuel;;0;RAS;False;1;;Cunégonde
2023-07-30;;individuel;;0;RAS;False;1;;Rémiel
2023-07-30;;individuel;;0;RAS;False;1;;Joséphine
2023-07-30;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-30;;individuel;;0;RAS;False;1;;Saquiel
2023-07-31;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-07-31;;individuel;;0;RAS;False;1;;Valérie
2023-07-31;x;individuel;;1;RAS;False;1;;Joséphine
2023-07-31;;individuel;;0;RAS;False;1;;Rémiel
2023-07-31;;individuel;;0;RAS;False;1;;Pioupioute
2023-07-31;;individuel;;0;RAS;False;0;;Augustine
2023-07-31;;individuel;;0;RAS;False;1;;Saquiel
2023-07-31;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-01;;individuel;;0;RAS;False;1;;Joséphine
2023-08-01;;individuel;;0;RAS;False;0;;Augustine
2023-08-01;;individuel;;0;RAS;False;1;;Valérie
2023-08-01;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-01;;individuel;;0;RAS;False;1;;Saquiel
2023-08-01;;individuel;;0;RAS;False;1;;Rémiel
2023-08-01;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-01;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-02;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-02;;individuel;;0;RAS;False;1;;Rémiel
2023-08-02;;individuel;;0;RAS;False;1;;Valérie
2023-08-02;;individuel;;0;RAS;False;0;;Augustine
2023-08-02;;individuel;;0;RAS;False;1;;Saquiel
2023-08-02;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-02;x;individuel;;1;RAS;False;1;;Joséphine
2023-08-02;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-03;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-03;;individuel;;0;RAS;False;1;;Valérie
2023-08-03;;individuel;;0;RAS;False;0;;Augustine
2023-08-03;;individuel;;0;RAS;False;1;;Joséphine
2023-08-03;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-03;;individuel;;0;RAS;False;1;;Saquiel
2023-08-03;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-03;;individuel;;0;RAS;False;1;;Rémiel
2023-08-04;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-04;;individuel;;0;RAS;False;1;;Valérie
2023-08-04;;individuel;;0;RAS;False;0;;Augustine
2023-08-04;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-04;;individuel;;0;RAS;False;1;;Saquiel
2023-08-04;x(cassé);individuel;;1;cassé;False;1;;Rémiel
2023-08-04;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-04;x;individuel;;1;RAS;False;1;;Joséphine
2023-08-05;;individuel;;0;RAS;False;1;;Joséphine
2023-08-05;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-05;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-05;;individuel;;0;RAS;False;1;;Valérie
2023-08-05;;individuel;;0;RAS;False;0;;Augustine
2023-08-05;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-05;;individuel;;0;RAS;False;1;;Saquiel
2023-08-05;;individuel;;0;RAS;False;1;;Rémiel
2023-08-06;;individuel;;0;RAS;False;0;;Augustine
2023-08-06;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-06;;individuel;;0;RAS;False;1;;Valérie
2023-08-06;x;individuel;;1;RAS;False;1;;Joséphine
2023-08-06;;individuel;;0;RAS;False;1;;Saquiel
2023-08-06;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-06;mue;individuel;MARANS;0;RAS;False;1;Mue;Albertine
2023-08-06;;individuel;;0;RAS;False;1;;Rémiel
2023-08-07;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-07;;individuel;;0;RAS;False;1;;Valérie
2023-08-07;;individuel;;0;RAS;False;1;;Saquiel
2023-08-07;;individuel;;0;RAS;False;0;;Augustine
2023-08-07;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-07;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-07;x;individuel;;1;RAS;False;1;;Joséphine
2023-08-07;x(cassé);individuel;;1;cassé;False;1;;Rémiel
2023-08-08;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-08;;individuel;;0;RAS;False;0;;Augustine
2023-08-08;;individuel;;0;RAS;False;1;;Saquiel
2023-08-08;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-08;;individuel;;0;RAS;False;1;;Valérie
2023-08-08;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-08;;individuel;;0;RAS;False;1;;Rémiel
2023-08-08;;individuel;;0;RAS;False;1;;Joséphine
2023-08-09;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-09;;individuel;;0;RAS;False;0;;Augustine
2023-08-09;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-09;;individuel;;0;RAS;False;1;;Valérie
2023-08-09;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-09;;individuel;;0;RAS;False;1;;Rémiel
2023-08-09;;individuel;;0;RAS;False;1;;Joséphine
2023-08-09;;individuel;;0;RAS;False;1;;Saquiel
2023-08-10;;individuel;;0;RAS;False;1;;Rémiel
2023-08-10;x;individuel;;1;RAS;False;1;;Joséphine
2023-08-10;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-10;;individuel;;0;RAS;False;0;;Augustine
2023-08-10;;individuel;;0;RAS;False;1;;Saquiel
2023-08-10;;individuel;;0;RAS;False;1;;Valérie
2023-08-10;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-10;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-11;;individuel;;0;RAS;False;1;;Saquiel
2023-08-11;;individuel;;0;RAS;False;1;;Valérie
2023-08-11;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-11;x;individuel;;1;RAS;False;1;;Joséphine
2023-08-11;;individuel;;0;RAS;False;0;;Augustine
2023-08-11;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-11;;individuel;;0;RAS;False;1;;Rémiel
2023-08-11;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-12;;individuel;;0;RAS;False;1;;Rémiel
2023-08-12;;individuel;;0;RAS;False;0;;Augustine
2023-08-12;;individuel;;0;RAS;False;1;;Valérie
2023-08-12;;individuel;;0;RAS;False;1;;Saquiel
2023-08-12;;individuel;;0;RAS;False;1;;Joséphine
2023-08-12;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-12;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-12;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-13;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-13;;individuel;;0;RAS;False;1;;Valérie
2023-08-13;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-13;x;individuel;;1;RAS;False;1;;Joséphine
2023-08-13;;individuel;;0;RAS;False;0;;Augustine
2023-08-13;;individuel;;0;RAS;False;1;;Rémiel
2023-08-13;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-13;;individuel;;0;RAS;False;1;;Saquiel
2023-08-14;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-14;;individuel;;0;RAS;False;0;;Augustine
2023-08-14;;individuel;;0;RAS;False;1;;Valérie
2023-08-14;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-14;;individuel;;0;RAS;False;1;;Rémiel
2023-08-14;;individuel;;0;RAS;False;1;;Joséphine
2023-08-14;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-14;;individuel;;0;RAS;False;1;;Saquiel
2023-08-15;;individuel;;0;RAS;False;1;;Saquiel
2023-08-15;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-15;;individuel;;0;RAS;False;1;;Rémiel
2023-08-15;;individuel;;0;RAS;False;0;;Augustine
2023-08-15;;individuel;;0;RAS;False;1;;Valérie
2023-08-15;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-15;x;individuel;;1;RAS;False;1;;Joséphine
2023-08-15;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-16;;individuel;;0;RAS;False;1;;Valérie
2023-08-16;;individuel;;0;RAS;False;1;;Saquiel
2023-08-16;;individuel;;0;RAS;False;1;;Rémiel
2023-08-16;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-16;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-16;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-16;;individuel;;0;RAS;False;1;;Joséphine
2023-08-16;;individuel;;0;RAS;False;0;;Augustine
2023-08-17;;individuel;;0;RAS;False;1;;Valérie
2023-08-17;;individuel;;0;RAS;False;0;;Augustine
2023-08-17;;individuel;;0;RAS;False;1;;Rémiel
2023-08-17;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-17;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-17;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-17;;individuel;;0;RAS;False;1;;Saquiel
2023-08-17;x;individuel;;1;RAS;False;1;;Joséphine
2023-08-18;;individuel;;0;RAS;False;1;;Saquiel
2023-08-18;x(cassé);individuel;;1;cassé;False;1;;Rémiel
2023-08-18;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-18;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-18;x;individuel;;1;RAS;False;1;;Joséphine
2023-08-18;;individuel;;0;RAS;False;1;;Valérie
2023-08-18;;individuel;;0;RAS;False;0;;Augustine
2023-08-18;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-19;;individuel;;0;RAS;False;1;;Valérie
2023-08-19;;individuel;;0;RAS;False;0;;Augustine
2023-08-19;;individuel;;0;RAS;False;1;;Cunégonde
2023-08-19;;individuel;;0;RAS;False;1;;Saquiel
2023-08-19;x;individuel;;1;RAS;False;1;;Joséphine
2023-08-19;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-19;;individuel;MARANS;0;RAS;False;1;;Albertine
2023-08-19;;individuel;;0;RAS;False;1;;Rémiel
2023-08-20;;individuel;;0;RAS;False;1;;Pioupioute
2023-08-20;;individuel;;0;RAS;False;1;;Valérie
2023-08-20;x;individuel;;1;RAS;False;1;;Joséphine
2023-08-20;;individuel;;0;RAS;False;0;;Augustine
2023-08-20;;individuel;MARANS;0;RAS;False;1;;Albertine
